CONTROL 9205fa05cc4fd55843c8ac57d533cde0df59a700
boost-assert e6588ffe382f53b925dfb8bf51119722f370abec
boost-build a52bafb8ee772343d95d7f890c429d3e4438ce1f
boost-config cda6836ee7b8e7d55389ea6854c19abe4502c3dc
boost-core f2cf3e57d8e4147a67e962e7a0818413e40ad28f
boost-modular-build-helper ff88b68d38b46f9fb49606db00b9cd9d19e8105d
boost-smart-ptr b20421db227679ef7a1c3ceb15022db37eb9f2a9
boost-tuple 6c0dc86339bc3a4957892e0199a7853ddd03fed5
boost-type-traits 109bd8324bc2dc013e89e78af0db06549152dcae
boost-vcpkg-helpers 19da0a83a5018453c2494576755bb5f68470ccac
cmake 3.17.2
features core
portfile.cmake afc446e2e1ee517544289dc920d1d8b181da0c7d
post_build_checks 2
powershell ab1effc926b000a6adc12198a1886514ec203621a53b0cd7ec1cd9a8225dccda7e857feaabcfba4004bea73129b986abaad777c4573f44e0af70411226ce08b0
triplet e8dc96fd479b53bb0e6748625827c8268017e35a-83a62cd5c237de1a32ff2f55ead5e6b66c461200-3755a961cfec1a699f8762598b119ab2e59cf31b
vcpkg_from_git 13f63ff436e043b1297055ca7d59776d9e925cd1
vcpkg_from_github 4624dffdf2b8d85ffdfde0850369fa96abdf0bb8
