Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
A,Chopra,6,30.91,1035,35.84,Right-hand bat,-,-,-,-,-,
V,Sehwag,20,45.84,2115,71.53,Right-hand bat,73.3,87.33,147.0,3.56,rob,
R,Dravid,75,57.42,15537,42.13,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,111,57.19,,,Right-hand bat,441.0,47.12,85.3,3.31,-,
VVS,Laxman,50,47.39,6963,49.69,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,72,41.75,9166,49.19,Left-hand bat,345.2,50.52,90.0,3.36,rm,
PA,Patel,13,27.28,856,44.62,Left-hand bat,-,-,-,-,-,
AB,Agarkar,20,13.64,781,48.91,Right-hand bat,659.3,43.64,77.5,3.37,rf,
IK,Pathan,2,14.00,27,51.85,Left-hand bat,68.0,66.50,102.0,3.91,lmf,
JL,Langer,71,44.97,9482,53.12,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,50,58.28,7079,63.39,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,75,55.97,10036,58.00,Right-hand bat,72.5,47.50,109.2,2.60,rm,
DR,Martyn,39,45.86,4549,51.41,Right-hand bat,58.0,84.00,174.0,2.89,rm,
SR,Waugh,168,51.06,22461,48.64,Right-hand bat,1300.5,37.44,84.8,2.64,rm,
SM,Katich,6,60.00,646,65.01,Left-hand bat,83.5,27.72,45.7,3.63,lc,
AC,Gilchrist,51,55.59,3806,83.26,Left-hand bat,-,-,-,-,rob,
B,Lee,37,19.76,1047,56.63,Right-hand bat,1230.0,31.66,53.0,3.57,rf,
JN,Gillespie,49,16.10,1967,31.92,Right-hand bat,1665.3,25.24,52.8,2.86,rf,
NW,Bracken,3,4.50,26,34.61,Right-hand bat,128.0,58.50,128.0,2.74,lfm,
SCG,MacGill,30,7.93,539,44.15,Right-hand bat,1352.3,28.63,55.2,3.11,rls,
A,Kumble,81,16.76,3737,37.67,Right-hand bat,4311.2,28.30,67.7,2.50,rls,
M,Kartik,5,12.20,183,33.33,Left-hand bat,192.3,52.00,115.5,2.70,lo,
