Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Hannan,Sarkar,16,21.32,1401,47.18,Right-hand bat,-,-,-,-,rm,
Javed,Omar,21,22.73,2697,34.55,Right-hand bat,1.0,-,-,12.00,rls,
Habibul,Bashar,30,35.84,3531,58.87,Right-hand bat,39.0,-,-,5.00,rob,
Rajin,Saleh,9,27.76,1324,35.64,Right-hand bat,34.0,97.00,204.0,2.85,rob,
Mohammad,Ashraful,19,22.16,2025,39.40,Right-hand bat,102.2,93.20,122.8,4.55,rob,
Manjural,Islam Rana,3,36.75,420,35.00,Left-hand bat,54.2,99.50,163.0,3.66,lo,
Mushfiqur,Rahman,8,14.69,675,28.29,Right-hand bat,188.3,59.18,102.8,3.45,rfm,
Khaled,Mashud,27,19.40,2639,33.08,Right-hand bat,-,-,-,-,-,
Mohammad,Rafique,12,19.73,670,55.97,Left-hand bat,566.5,31.60,73.9,2.56,lo,
Tapash,Baisya,15,10.45,584,42.97,Right-hand bat,404.2,54.46,86.6,3.77,rfm,
Tareq,Aziz,2,-,118,18.64,Right-hand bat,48.0,202.00,288.0,4.20,rmf,
CH,Gayle,43,37.11,5108,51.58,Left-hand bat,328.4,53.86,131.4,2.45,rob,
DS,Smith,8,31.78,985,45.17,Left-hand bat,-,-,-,-,rob,
RR,Sarwan,46,41.78,7261,43.16,Right-hand bat,210.0,32.95,63.0,3.13,rls,
BC,Lara,108,53.71,16427,59.84,Left-hand bat,10.0,-,-,2.80,rls,
TL,Best,7,8.77,198,39.89,Right-hand bat,179.0,38.80,71.6,3.25,rf,
S,Chanderpaul,76,42.83,11375,41.80,Left-hand bat,242.0,90.62,181.5,2.99,rls,
RD,Jacobs,63,29.24,5321,47.81,Left-hand bat,-,-,-,-,-,
DR,Smith,5,39.33,319,73.98,Right-hand bat,36.0,51.50,108.0,2.86,rm,
PT,Collins,24,6.68,529,36.67,Right-hand bat,885.1,34.27,66.3,3.09,lfm,
OAC,Banks,6,37.40,488,38.31,Right-hand bat,265.1,41.40,79.5,3.12,rob,
FH,Edwards,12,4.36,192,25.00,Right-hand bat,374.2,41.69,62.3,4.00,rf,
