Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Salman,Butt,4,34.25,443,61.85,Left-hand bat,-,-,-,-,rob,
Yasir,Hameed,14,42.62,1738,58.86,Right-hand bat,1.0,-,-,5.00,-,
Younis,Khan,32,39.18,4141,50.15,Right-hand bat,37.0,139.00,222.0,3.75,-,
Mohammad,Yousuf,56,47.47,8239,48.97,Right-hand bat,1.0,-,-,3.00,rob,
Asim,Kamal,6,45.22,836,48.68,Left-hand bat,-,-,-,-,rob,
Shahid,Afridi,15,32.23,1210,69.25,Right-hand bat,250.5,36.95,71.6,3.09,rls,
Kamran,Akmal,10,16.23,454,60.79,Right-hand bat,-,-,-,-,-,
Naved-ul-Hasan,,2,6.66,18,111.11,Right-hand bat,70.5,45.00,70.8,3.81,rmf,
Shoaib,Akhtar,36,8.18,919,39.17,Right-hand bat,1064.2,24.78,44.3,3.35,rf,
Danish,Kaneria,23,5.40,202,40.09,Right-hand bat,1031.5,29.47,60.6,2.91,rls,
Mohammad,Asif,1,-,61,19.67,Left-hand bat,18.0,-,-,4.88,rfm,
JL,Langer,85,46.05,12018,53.26,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,64,54.53,8883,62.62,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,85,55.47,11440,58.19,Right-hand bat,75.5,51.25,113.7,2.70,rm,
DR,Martyn,53,50.16,7145,51.95,Right-hand bat,58.0,84.00,174.0,2.89,rm,
MJ,Clarke,9,48.53,1094,57.67,Right-hand bat,10.2,6.16,10.3,3.58,lo,
AC,Gilchrist,65,52.67,5013,81.96,Left-hand bat,-,-,-,-,rob,
SR,Watson,1,31.00,62,50.00,Right-hand bat,19.0,60.00,114.0,3.15,rfm,
SK,Warne,120,16.21,4468,55.17,Right-hand bat,5608.1,25.62,59.4,2.58,rls,
JN,Gillespie,63,16.20,2835,31.42,Right-hand bat,2155.2,25.14,53.6,2.81,rf,
GD,McGrath,106,7.31,1326,41.93,Right-hand bat,4125.1,21.43,51.4,2.49,rfm,
SCG,MacGill,33,8.77,578,47.05,Right-hand bat,1454.5,28.81,54.5,3.16,rls,
