Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,2,50.66,242,62.80,Left-hand bat,-,-,-,-,-,
Junaid,Siddique,2,22.50,196,45.91,Left-hand bat,-,-,-,-,rob,
Habibul,Bashar,49,31.38,4989,60.39,Right-hand bat,47.0,-,-,4.61,rob,
Mohammad,Ashraful,40,25.13,4030,46.15,Right-hand bat,191.1,80.72,104.2,4.64,rob,
Shahriar,Nafees,13,25.73,1278,52.34,Left-hand bat,-,-,-,-,-,
Aftab,Ahmed,12,19.31,810,52.46,Right-hand bat,47.2,41.40,56.8,4.37,rm,
Mushfiqur,Rahim,6,13.27,420,34.76,Right-hand bat,-,-,-,-,-,
Shakib,Al Hasan,4,23.66,308,46.10,Left-hand bat,67.0,96.00,201.0,2.86,lo,
Shahadat,Hossain,13,5.10,327,31.19,Right-hand bat,304.3,44.56,60.9,4.39,rmf,
Sajedul,Islam,2,3.50,19,73.68,Left-hand bat,36.0,58.33,72.0,4.86,lm,
Mashrafe,Mortaza,27,11.08,726,70.24,Right-hand bat,786.5,38.87,71.5,3.26,rfm,
CD,Cumming,11,25.94,1265,34.86,Right-hand bat,-,-,-,-,-,
MD,Bell,15,25.50,1629,37.56,Right-hand bat,-,-,-,-,rob,
PG,Fulton,7,26.22,455,51.86,Right-hand bat,-,-,-,-,rm,
SP,Fleming,108,39.73,15147,45.38,Left-hand bat,-,-,-,-,-,
MS,Sinclair,29,35.44,3471,43.90,Right-hand bat,4.0,-,-,3.25,rm,
JDP,Oram,25,39.42,2686,51.37,Left-hand bat,630.2,32.61,77.1,2.53,rfm,
BB,McCullum,29,30.30,2069,61.52,Right-hand bat,-,-,-,-,-,
DL,Vettori,77,26.38,4349,56.42,Left-hand bat,3039.2,34.22,76.6,2.67,lo,
KD,Mills,9,11.27,329,37.68,Right-hand bat,212.4,28.91,55.4,3.12,rfm,
IE,O'Brien,6,4.12,82,40.24,Right-hand bat,145.3,42.08,72.7,3.47,rfm,
CS,Martin,37,2.46,311,20.57,Right-hand bat,1157.0,32.47,55.5,3.50,rfm,
