Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,61,45.56,8322,52.01,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,40,51.66,5526,58.90,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,66,50.80,8139,57.42,Right-hand bat,64.5,41.25,97.2,2.54,rm,
DS,Lehmann,10,39.78,899,61.95,Left-hand bat,33.0,27.33,66.0,2.48,lo,
AC,Gilchrist,41,60.71,3347,83.44,Left-hand bat,-,-,-,-,rob,
GB,Hogg,3,8.33,97,25.77,Left-hand bat,75.0,55.50,75.0,4.44,lc,
WW,Hinds,31,31.66,3723,45.93,Left-hand bat,41.3,31.75,62.2,3.06,rm,
DS,Smith,2,16.25,115,56.52,Left-hand bat,-,-,-,-,rob,
D,Ganga,19,27.21,2286,39.28,Right-hand bat,5.0,-,-,2.00,rob,
BC,Lara,92,50.45,13300,59.55,Left-hand bat,10.0,-,-,2.80,rls,
RR,Sarwan,30,37.08,4641,38.35,Right-hand bat,40.0,48.33,80.0,3.62,rls,
MN,Samuels,17,30.42,1907,44.67,Right-hand bat,169.0,105.20,202.8,3.11,rob,
DE,Bernard,1,5.50,25,44.00,Right-hand bat,11.0,-,-,5.54,rmf,
CS,Baugh,1,10.00,40,50.00,Right-hand bat,-,-,-,-,rls,
VC,Drakes,4,21.00,220,47.72,Right-hand bat,141.1,24.94,47.0,3.18,rf,
M,Dillon,32,7.21,1120,36.07,Right-hand bat,1215.4,31.86,62.3,3.06,rfm,
PT,Collins,19,6.87,435,37.93,Right-hand bat,709.4,40.32,77.4,3.12,lfm,
SR,Waugh,158,49.33,20911,48.12,Right-hand bat,1238.5,36.09,81.6,2.65,rm,
AJ,Bichel,13,15.28,361,59.27,Right-hand bat,335.5,31.02,54.4,3.41,rfm,
B,Lee,29,21.58,890,58.20,Right-hand bat,928.5,29.88,51.1,3.50,rf,
JN,Gillespie,41,13.91,1691,27.97,Right-hand bat,1345.1,25.18,51.0,2.95,rf,
SCG,MacGill,21,10.17,520,45.00,Right-hand bat,948.5,27.93,55.2,3.03,rls,
