Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
M,Vijay,34,42.36,5352,47.49,Right-hand bat,36.0,105.00,216.0,2.91,rob,
S,Dhawan,16,41.35,1815,63.80,Left-hand bat,6.0,-,-,1.50,rob,
CA,Pujara,29,49.48,4719,49.29,Right-hand bat,-,-,-,-,rls,
V,Kohli,38,44.12,5345,52.83,Right-hand bat,24.0,-,-,2.91,rm,
AM,Rahane,19,41.51,2458,55.73,Right-hand bat,-,-,-,-,rm,
WP,Saha,8,21.71,736,41.30,Right-hand bat,-,-,-,-,-,
RA,Jadeja,13,21.57,654,62.69,Left-hand bat,600.3,27.22,67.9,2.40,lo,
A,Mishra,17,22.28,964,57.78,Right-hand bat,681.5,35.21,67.0,3.15,rls,
R,Ashwin,29,32.17,1820,61.86,Right-hand bat,1410.4,27.54,55.3,2.98,rob,
UT,Yadav,16,7.07,241,41.07,Right-hand bat,438.0,38.95,54.7,4.26,rf,
VR,Aaron,8,3.88,110,31.81,Right-hand bat,189.1,52.70,66.7,4.73,rf,
D,Elgar,18,38.30,1951,45.15,Left-hand bat,84.1,33.80,50.5,4.01,lo,
S,van Zyl,6,54.20,467,58.02,Left-hand bat,39.0,24.66,78.0,1.89,rm,
F,du Plessis,23,48.25,3565,41.96,Right-hand bat,13.0,-,-,5.30,rls,
HM,Amla,85,52.00,13224,51.51,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,99,51.92,14090,54.54,Right-hand bat,34.0,52.00,102.0,3.05,rm,
DJ,Vilas,2,4.00,25,32.00,Right-hand bat,-,-,-,-,-,
VD,Philander,32,25.00,1656,43.78,Right-hand bat,1010.5,22.08,48.1,2.75,rfm,
SR,Harmer,4,9.25,140,26.42,Right-hand bat,146.0,29.73,58.4,3.05,rob,
DW,Steyn,81,14.22,2555,43.99,Right-hand bat,2797.0,22.56,41.7,3.24,rf,
K,Rabada,1,-,15,13.33,Left-hand bat,22.0,49.00,132.0,2.22,rf,
Imran,Tahir,17,10.63,206,56.79,Right-hand bat,585.4,42.16,71.7,3.52,rls,
