Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,27,33.54,3660,42.15,Left-hand bat,17.0,86.00,102.0,5.05,rob,
TM,Dilshan,76,40.88,6984,65.56,Right-hand bat,393.3,39.93,81.4,2.94,rob,
KC,Sangakkara,105,56.23,17027,54.48,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,127,50.72,19328,51.96,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,70,52.64,10221,47.90,Right-hand bat,220.1,45.80,88.0,3.12,rob,
AD,Mathews,21,40.46,2108,49.90,Right-hand bat,145.0,64.85,124.2,3.13,rm,
LD,Chandimal,1,56.00,178,62.92,Right-hand bat,-,-,-,-,rob,
NLTC,Perera,4,13.28,137,67.88,Left-hand bat,94.0,53.00,80.5,3.94,rmf,
HMRKB,Herath,34,16.80,1161,52.11,Left-hand bat,1414.2,33.71,71.3,2.83,lo,
UWMBCA,Welegedara,16,8.05,296,48.98,Right-hand bat,490.3,37.73,63.9,3.53,lfm,
CRD,Fernando,39,8.30,709,35.11,Right-hand bat,995.1,37.75,61.5,3.67,rfm,
GC,Smith,95,49.64,12838,60.32,Left-hand bat,224.2,104.00,168.2,3.70,rob,
JA,Rudolph,39,34.71,5065,43.17,Left-hand bat,110.4,108.00,166.0,3.90,rls,
HM,Amla,55,47.32,8416,50.60,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,149,56.24,26554,45.32,Right-hand bat,3117.1,32.74,69.0,2.84,rfm,
AB,de Villiers,70,47.91,9418,53.92,Right-hand bat,33.0,49.50,99.0,3.00,rm,
AG,Prince,66,41.64,8385,43.70,Left-hand bat,16.0,47.00,96.0,2.93,rob,
MV,Boucher,143,30.20,10779,50.16,Right-hand bat,1.2,6.00,8.0,4.50,rm,
DW,Steyn,50,15.77,1725,43.88,Right-hand bat,1715.3,22.90,39.5,3.47,rf,
M,Morkel,35,12.74,1106,44.93,Left-hand bat,1136.3,30.17,54.1,3.34,rf,
Imran,Tahir,4,16.33,73,67.12,Right-hand bat,97.3,39.44,65.0,3.64,rls,
M,de Lange,1,4.50,19,47.36,Right-hand bat,36.2,15.75,27.2,3.46,rf,
