Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SR,Watson,24,41.53,3385,50.31,Right-hand bat,403.3,30.19,57.6,3.14,rfm,
SM,Katich,56,45.03,8483,49.36,Left-hand bat,173.1,30.23,49.4,3.66,lc,
RT,Ponting,150,54.27,20697,59.52,Right-hand bat,89.5,48.40,107.8,2.69,rm,
MJ,Clarke,66,48.33,8720,53.21,Right-hand bat,280.4,38.52,80.1,2.88,lo,
MEK,Hussey,56,52.00,9124,48.44,Left-hand bat,30.0,51.50,90.0,3.43,rm,
MJ,North,21,35.48,2432,48.14,Left-hand bat,209.4,42.21,89.8,2.81,rob,
BJ,Haddin,29,40.67,2990,58.49,Right-hand bat,-,-,-,-,-,
RJ,Harris,3,9.33,45,62.22,Right-hand bat,99.3,26.45,54.2,2.92,rf,
XJ,Doherty,2,9.00,58,46.55,Left-hand bat,75.5,102.00,151.6,4.03,lo,
PM,Siddle,19,14.26,584,46.40,Right-hand bat,697.1,32.68,63.3,3.09,rfm,
DE,Bollinger,12,7.71,159,33.96,Left-hand bat,400.1,25.92,48.0,3.23,lfm,
AJ,Strauss,79,42.97,11754,50.09,Left-hand bat,-,-,-,-,lm,
AN,Cook,62,46.28,9893,48.66,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,15,60.73,2900,48.17,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,68,49.34,8899,62.65,Right-hand bat,145.3,116.80,174.6,4.01,rob,
PD,Collingwood,65,41.80,9070,46.54,Right-hand bat,305.3,67.13,122.2,3.29,rm,
IR,Bell,59,44.03,7925,50.56,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MJ,Prior,37,41.80,3056,62.92,Right-hand bat,-,-,-,-,-,
SCJ,Broad,34,27.40,1848,59.30,Left-hand bat,1115.3,35.24,67.6,3.12,rfm,
GP,Swann,26,24.55,809,81.95,Right-hand bat,1140.3,27.23,56.0,2.91,rob,
JM,Anderson,54,12.51,1420,36.12,Left-hand bat,1879.1,31.77,57.5,3.31,rfm,
ST,Finn,10,6.50,88,14.77,Right-hand bat,268.4,24.97,39.3,3.81,rfm,
