Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SS,Das,4,40.66,527,46.29,Right-hand bat,3.0,-,-,2.33,rm,
S,Ramesh,13,42.04,2013,50.12,Left-hand bat,4.0,-,-,4.75,rob,
R,Dravid,41,52.65,8435,39.95,Right-hand bat,11.0,-,-,1.90,rob,
SR,Tendulkar,80,57.51,,,Right-hand bat,232.0,38.00,73.2,3.11,-,
SC,Ganguly,39,45.33,5677,47.91,Left-hand bat,219.3,36.05,65.8,3.28,rm,
VVS,Laxman,20,27.06,1949,44.43,Right-hand bat,25.0,-,-,2.72,rob,
NR,Mongia,43,24.75,3728,38.51,Right-hand bat,-,-,-,-,-,
AB,Agarkar,9,9.07,301,39.20,Right-hand bat,296.0,36.86,77.2,2.86,rf,
J,Srinath,50,15.24,1651,48.94,Right-hand bat,1930.4,29.94,62.6,2.86,rfm,
Harbhajan,Singh,9,8.00,130,36.92,Right-hand bat,315.4,37.68,75.7,2.98,rob,
RL,Sanghvi,1,1.00,22,9.09,Left-hand bat,12.2,39.00,37.0,6.32,lo,
MJ,Slater,68,44.29,9426,53.09,Right-hand bat,2.1,6.00,13.0,2.76,rm,
ML,Hayden,14,29.69,1327,51.46,Left-hand bat,2.0,-,-,4.50,rm,
JL,Langer,39,39.27,5207,46.76,Left-hand bat,-,-,-,-,rm,
ME,Waugh,109,41.75,13393,51.75,Right-hand bat,703.0,37.75,78.1,2.90,-,
SR,Waugh,133,50.79,18287,47.77,Right-hand bat,1195.5,35.74,80.6,2.66,rm,
RT,Ponting,40,45.83,4897,50.54,Right-hand bat,37.5,22.25,56.7,2.35,rm,
AC,Gilchrist,15,58.35,1296,76.54,Left-hand bat,-,-,-,-,rob,
SK,Warne,85,15.58,3109,53.13,Right-hand bat,3967.0,25.90,64.1,2.42,rls,
JN,Gillespie,19,15.61,1024,27.44,Right-hand bat,546.3,20.94,43.7,2.87,rf,
DW,Fleming,20,19.06,583,52.31,Right-hand bat,688.1,25.89,55.0,2.82,rfm,
GD,McGrath,68,5.98,905,37.67,Right-hand bat,2697.1,21.85,51.5,2.54,rfm,
