Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MS,Atapattu,65,38.62,11,12,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,80,41.38,10,25,Left-hand bat,923.1,33.78,80.2,2.52,lo,
KC,Sangakkara,30,48.20,4207,50.41,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,51,47.24,6677,53.06,Right-hand bat,70.2,53.50,105.5,3.04,rm,
HP,Tillakaratne,77,44.73,11,19,Left-hand bat,11.4,-,-,2.05,rob,
RS,Kaluwitharana,44,27.07,2866,61.40,Right-hand bat,-,-,-,-,-,
HDPK,Dharmasena,28,20.43,2461,32.38,Right-hand bat,1025.3,40.31,97.6,2.47,rob,
WPUJC,Vaas,68,19.46,3772,41.27,Left-hand bat,2502.5,30.67,69.5,2.64,lfm,
T,Thushara,1,12.00,47,51.06,Left-hand bat,15.0,-,-,3.93,lfm,
M,Muralitharan,82,11.81,1194,64.32,Right-hand bat,4596.1,23.55,60.0,2.35,rob,
RAP,Nissanka,4,6.00,83,21.68,Right-hand bat,97.5,36.60,58.7,3.74,rmf,
CH,Gayle,32,34.46,3802,47.13,Left-hand bat,183.1,40.36,99.9,2.42,rob,
WW,Hinds,33,32.82,3960,47.24,Left-hand bat,56.3,30.00,56.5,3.18,rm,
RR,Sarwan,34,38.67,5282,40.26,Right-hand bat,46.0,50.33,92.0,3.28,rls,
BC,Lara,96,51.55,14176,59.28,Left-hand bat,10.0,-,-,2.80,rls,
MN,Samuels,19,29.13,1970,44.36,Right-hand bat,175.0,110.00,210.0,3.14,rob,
OAC,Banks,4,56.00,408,41.17,Right-hand bat,165.0,62.22,110.0,3.39,rob,
RD,Jacobs,51,28.16,4258,46.97,Left-hand bat,-,-,-,-,-,
VC,Drakes,7,21.55,428,45.32,Right-hand bat,234.1,32.65,61.0,3.20,rf,
JE,Taylor,2,10.00,17,58.82,Right-hand bat,54.0,97.00,162.0,3.59,rf,
CD,Collymore,3,10.00,83,36.14,Right-hand bat,104.0,17.86,41.6,2.57,rfm,
FH,Edwards,1,-,20,25.00,Right-hand bat,30.4,15.00,30.6,2.93,rf,
