Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
G,Gambhir,1,2.00,21,19.04,Left-hand bat,-,-,-,-,rls,
V,Sehwag,27,51.13,3102,72.53,Right-hand bat,88.3,111.33,177.0,3.77,rob,
R,Dravid,82,56.62,16726,41.98,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,116,56.44,,,Right-hand bat,488.0,45.71,83.6,3.27,-,
VVS,Laxman,57,44.13,7422,49.94,Right-hand bat,42.0,100.00,252.0,2.38,rob,
M,Kaif,7,24.50,841,34.95,Right-hand bat,3.0,-,-,1.33,rob,
KD,Karthik,1,7.00,35,40.00,Right-hand bat,-,-,-,-,-,
A,Kumble,88,16.58,4000,37.72,Right-hand bat,4639.2,28.03,65.6,2.56,rls,
Harbhajan,Singh,39,13.53,887,68.65,Right-hand bat,1786.4,27.92,62.3,2.68,rob,
M,Kartik,7,9.77,231,38.09,Left-hand bat,266.0,33.04,72.5,2.73,lo,
Z,Khan,33,9.55,616,52.75,Right-hand bat,1015.5,35.38,65.5,3.23,lfm,
JL,Langer,80,43.96,10911,52.38,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,59,55.82,8402,63.11,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,80,53.58,10557,57.86,Right-hand bat,72.5,47.50,109.2,2.60,rm,
DR,Martyn,48,48.10,6467,51.32,Right-hand bat,58.0,84.00,174.0,2.89,rm,
SM,Katich,13,41.10,1611,51.02,Left-hand bat,97.5,32.36,53.3,3.63,lc,
MJ,Clarke,4,57.14,722,55.40,Right-hand bat,7.2,2.16,7.3,1.77,lo,
AC,Gilchrist,60,50.72,4533,81.68,Left-hand bat,-,-,-,-,rob,
JN,Gillespie,58,14.44,2488,30.18,Right-hand bat,1990.0,24.87,52.8,2.82,rf,
NM,Hauritz,1,7.50,24,62.50,Right-hand bat,27.0,20.60,32.4,3.81,rob,
MS,Kasprowicz,26,10.25,739,44.38,Right-hand bat,840.2,32.85,66.3,2.97,rfm,
GD,McGrath,101,6.53,1206,39.55,Right-hand bat,3951.0,21.72,52.2,2.49,rfm,
