Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Taufeeq,Umar,10,37.23,1305,48.50,Left-hand bat,9.0,-,-,2.66,rob,
Saleem,Elahi,10,17.33,770,40.51,Right-hand bat,-,-,-,-,rob,
Younis,Khan,24,39.86,2934,51.63,Right-hand bat,33.0,115.00,198.0,3.48,-,
Inzamam-ul-Haq,,82,49.83,11383,53.41,Right-hand bat,1.3,-,-,5.33,lo,
Mohammad,Yousuf,40,47.31,6139,47.01,Right-hand bat,1.0,-,-,3.00,rob,
Hasan,Raza,4,41.80,541,38.63,Right-hand bat,-,-,-,-,rob,
Kamran,Akmal,1,19.00,59,64.40,Right-hand bat,-,-,-,-,-,
Saqlain,Mushtaq,44,15.89,3393,25.75,Right-hand bat,2119.4,28.79,67.6,2.55,rob,
Waqar,Younis,84,10.12,2018,47.17,Right-hand bat,2616.4,23.29,43.1,3.24,rf,
Shoaib,Akhtar,24,8.14,543,40.51,Right-hand bat,683.4,26.96,48.2,3.35,rf,
Mohammad,Sami,6,11.25,111,40.54,Right-hand bat,221.3,35.26,69.9,3.02,rf,
DD,Ebrahim,13,28.04,1672,38.57,Right-hand bat,-,-,-,-,rm,
H,Masakadza,6,30.09,889,37.23,Right-hand bat,4.0,12.00,24.0,3.00,rm,
ADR,Campbell,59,26.69,6591,41.72,Left-hand bat,11.0,-,-,2.54,rob,
GW,Flower,62,29.92,9441,34.55,Right-hand bat,549.0,60.12,131.7,2.73,lo,
A,Flower,62,52.20,10525,45.14,Left-hand bat,0.1,-,-,0.00,rob,
GJ,Whittall,46,29.42,5373,41.07,Right-hand bat,781.0,40.94,91.8,2.67,rm,
T,Taibu,5,14.66,315,41.90,Right-hand bat,-,-,-,-,rm,
AM,Blignaut,7,25.63,447,63.08,Left-hand bat,253.5,31.37,56.4,3.33,rmf,
NB,Mahwire,1,3.50,7,100.00,Right-hand bat,28.5,118.00,173.0,4.09,rfm,
RW,Price,9,4.18,291,15.80,Right-hand bat,456.4,42.06,91.3,2.76,lo,
HK,Olonga,29,5.24,747,23.15,Right-hand bat,725.5,38.70,67.0,3.46,rf,
