Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Shahid,Afridi,13,33.91,1148,67.94,Right-hand bat,217.5,31.33,62.2,3.02,rls,
Taufeeq,Umar,6,39.22,757,46.63,Left-hand bat,2.0,-,-,3.00,rob,
Younis,Khan,19,45.41,2560,51.44,Right-hand bat,33.0,115.00,198.0,3.48,-,
Inzamam-ul-Haq,,80,47.05,10781,51.94,Right-hand bat,1.3,-,-,5.33,lo,
Mohammad,Yousuf,38,48.17,5965,46.83,Right-hand bat,1.0,-,-,3.00,rob,
Abdul,Razzaq,20,32.60,2128,42.90,Right-hand bat,501.0,32.88,71.5,2.75,rfm,
Shoaib,Malik,2,17.00,219,15.52,Right-hand bat,20.1,40.50,60.5,4.01,rob,
Rashid,Latif,30,29.61,2438,47.37,Right-hand bat,2.0,-,-,5.00,rls,
Waqar,Younis,79,10.52,1915,46.73,Right-hand bat,2518.1,22.94,42.8,3.21,rf,
Shoaib,Akhtar,20,7.60,426,35.68,Right-hand bat,599.0,32.52,57.0,3.42,rf,
Mohammad,Sami,3,0.00,17,0.00,Right-hand bat,133.3,29.23,61.6,2.84,rf,
MS,Atapattu,55,37.62,9,10,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,70,41.38,9,21,Left-hand bat,836.1,32.27,77.1,2.50,lo,
KC,Sangakkara,20,53.00,3033,50.67,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,41,49.25,5368,55.04,Right-hand bat,68.2,53.00,102.5,3.10,rm,
RP,Arnold,37,29.18,3578,43.23,Left-hand bat,212.2,52.45,115.8,2.71,rob,
WPUJC,Vaas,59,19.86,3262,40.80,Left-hand bat,2154.4,28.68,65.9,2.60,lfm,
HP,Tillakaratne,67,44.20,9,18,Left-hand bat,10.4,-,-,2.25,rob,
TT,Samaraweera,9,87.16,1160,45.08,Right-hand bat,97.0,53.80,116.4,2.77,rob,
TCB,Fernando,5,17.66,180,29.44,Right-hand bat,104.5,40.10,62.9,3.82,rfm,
DNT,Zoysa,22,7.96,472,43.85,Left-hand bat,479.4,34.94,75.7,2.76,lfm,
M,Muralitharan,73,12.78,1061,66.25,Right-hand bat,4085.1,23.38,59.4,2.35,rob,
