Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Salman,Butt,12,33.22,1405,52.02,Left-hand bat,-,-,-,-,rob,
Imran,Farhat,16,30.66,1792,51.33,Left-hand bat,38.1,60.66,76.3,4.76,rls,
Younis,Khan,42,48.43,6498,52.92,Right-hand bat,44.0,84.50,132.0,3.84,-,
Mohammad,Yousuf,65,50.75,9986,50.82,Right-hand bat,1.0,-,-,3.00,rob,
Faisal,Iqbal,11,28.78,1198,45.65,Right-hand bat,1.0,-,-,7.00,rob,
Shahid,Afridi,23,39.51,1880,86.17,Right-hand bat,432.5,32.69,61.8,3.17,rls,
Abdul,Razzaq,39,29.27,4155,41.56,Right-hand bat,1014.4,36.93,70.7,3.13,rfm,
Kamran,Akmal,21,31.41,1694,63.04,Right-hand bat,-,-,-,-,-,
Shoaib,Akhtar,42,10.74,1276,42.08,Right-hand bat,1248.2,25.69,45.3,3.39,rf,
Mohammad,Asif,3,9.00,91,19.78,Left-hand bat,83.1,39.62,62.3,3.81,rfm,
Danish,Kaneria,34,5.30,308,39.61,Right-hand bat,1539.0,31.61,62.3,3.04,rls,
VVS,Laxman,72,43.53,8940,49.67,Right-hand bat,42.0,100.00,252.0,2.38,rob,
R,Dravid,97,57.65,19471,42.33,Right-hand bat,20.0,39.00,120.0,1.95,rob,
V,Sehwag,42,54.75,4800,75.29,Right-hand bat,108.3,135.00,217.0,3.73,rob,
SR,Tendulkar,129,56.14,,,Right-hand bat,553.0,50.86,89.6,3.40,-,
SC,Ganguly,88,40.78,10700,48.79,Left-hand bat,419.2,54.57,96.7,3.38,rm,
Yuvraj,Singh,13,41.37,1163,56.92,Left-hand bat,23.0,89.00,138.0,3.86,lo,
MS,Dhoni,6,46.85,400,82.00,Right-hand bat,1.0,-,-,13.00,rm,
IK,Pathan,21,28.95,1429,48.63,Left-hand bat,719.2,29.55,53.2,3.32,lmf,
A,Kumble,103,16.96,4631,38.09,Right-hand bat,5391.3,28.75,65.4,2.63,rls,
Z,Khan,42,12.70,908,55.94,Right-hand bat,1326.5,36.34,65.7,3.31,lfm,
RP,Singh,2,6.00,33,18.18,Right-hand bat,87.0,38.33,58.0,3.96,lfm,
