Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,41,36.80,6295,42.68,Right-hand bat,203.0,51.76,93.6,3.31,rob,
KOA,Powell,28,27.32,2969,48.77,Left-hand bat,-,-,-,-,-,
KA,Hope,4,12.50,235,42.55,Right-hand bat,-,-,-,-,rob,
SD,Hope,14,35.24,2049,42.99,Right-hand bat,-,-,-,-,-,
RL,Chase,14,40.60,2064,45.25,Right-hand bat,365.5,47.61,84.4,3.38,rob,
J,Blackwood,26,30.67,2223,59.33,Right-hand bat,40.0,82.50,120.0,4.12,rob,
SO,Dowrich,15,22.60,1210,46.69,Right-hand bat,-,-,-,-,-,
JO,Holder,27,28.23,1916,57.46,Right-hand bat,716.4,36.25,84.3,2.58,rmf,
D,Bishoo,27,16.08,1376,39.75,Left-hand bat,1093.2,35.89,66.9,3.21,rls,
KAJ,Roach,41,9.72,1615,33.12,Right-hand bat,1250.4,29.95,55.1,3.25,rfm,
ST,Gabriel,29,5.03,347,37.75,Right-hand bat,742.1,34.52,61.8,3.34,rf,
H,Masakadza,34,29.07,4399,43.62,Right-hand bat,188.0,29.56,70.5,2.51,rm,
SF,Mire,1,37.00,113,65.48,Right-hand bat,9.0,27.00,54.0,3.00,rmf,
CR,Ervine,13,37.16,1772,50.33,Left-hand bat,-,-,-,-,rob,
BRM,Taylor,24,34.82,3080,50.87,Right-hand bat,7.0,-,-,5.42,rob,
SC,Williams,8,26.31,713,59.04,Left-hand bat,189.1,40.33,75.6,3.19,lo,
Sikandar,Raza,8,36.75,1011,58.16,Right-hand bat,172.5,79.87,129.6,3.69,rob,
MN,Waller,13,22.48,1092,51.46,Right-hand bat,76.0,27.25,57.0,2.86,rob,
RW,Chakabva,11,25.57,1321,40.65,Right-hand bat,-,-,-,-,rob,
AG,Cremer,17,15.51,1416,33.96,Right-hand bat,632.2,44.01,70.2,3.75,rls,
KM,Jarvis,9,10.37,260,31.92,Right-hand bat,299.3,32.06,54.4,3.53,rfm,
CB,Mpofu,13,6.31,240,42.08,Right-hand bat,373.2,51.16,89.6,3.42,rfm,
