Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,32,22.39,3943,35.78,Right-hand bat,1.0,-,-,12.00,rls,
Nafees,Iqbal,10,24.50,1270,38.58,Right-hand bat,-,-,-,-,rm,
Habibul,Bashar,39,33.61,4258,60.00,Right-hand bat,39.0,-,-,5.00,rob,
Shahriar,Nafees,3,22.83,268,51.11,Left-hand bat,-,-,-,-,-,
Mohammad,Ashraful,30,25.10,3194,44.02,Right-hand bat,134.0,74.50,100.5,4.44,rob,
Khaled,Mashud,38,19.70,3695,34.66,Right-hand bat,-,-,-,-,-,
Alok,Kapali,17,17.69,1201,48.62,Right-hand bat,183.5,118.16,183.8,3.85,rls,
Mohammad,Rafique,23,20.05,1253,62.41,Left-hand bat,1045.4,36.84,83.6,2.64,lo,
Shahadat,Hossain,4,5.66,99,34.34,Right-hand bat,82.0,40.60,49.2,4.95,rmf,
Syed,Rasel,3,5.80,63,46.03,Left-hand bat,66.5,36.12,50.1,4.32,lmf,
Enamul,Haque jnr,8,5.50,109,20.18,Right-hand bat,314.3,35.00,69.8,3.00,lo,
MG,Vandort,3,75.25,468,64.31,Left-hand bat,-,-,-,-,rm,
WU,Tharanga,2,27.50,214,51.40,Left-hand bat,-,-,-,-,-,
KC,Sangakkara,54,46.86,7328,53.72,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,75,47.84,10346,51.79,Right-hand bat,76.2,57.00,114.5,2.98,rm,
TT,Samaraweera,34,46.70,4619,41.45,Right-hand bat,214.1,47.92,91.7,3.13,rob,
TM,Dilshan,31,38.39,2949,55.98,Right-hand bat,76.0,36.00,76.0,2.84,rob,
MF,Maharoof,7,22.50,441,40.81,Right-hand bat,159.0,54.77,106.0,3.10,rfm,
HMCM,Bandara,5,14.75,136,43.38,Right-hand bat,146.0,37.76,67.3,3.36,rls,
CRD,Fernando,21,5.42,421,24.46,Right-hand bat,516.2,33.60,53.4,3.77,rfm,
M,Muralitharan,100,12.31,1506,69.52,Right-hand bat,5580.4,22.37,56.4,2.37,rob,
SL,Malinga,12,2.28,78,20.51,Right-hand bat,349.0,29.82,46.5,3.84,rf,
