Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MA,Agarwal,6,60.50,1170,51.70,Right-hand bat,-,-,-,-,-,
RG,Sharma,29,44.23,3309,57.47,Right-hand bat,61.4,108.00,185.0,3.50,rob,
CA,Pujara,72,49.83,12107,46.51,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,81,55.10,12239,57.63,Right-hand bat,28.1,-,-,2.84,rm,
AM,Rahane,60,42.41,7684,50.23,Right-hand bat,-,-,-,-,rm,
RA,Jadeja,45,34.42,2663,64.62,Left-hand bat,2091.0,24.39,60.3,2.42,lo,
D,Elgar,58,39.43,7921,45.80,Left-hand bat,169.3,43.53,67.8,3.85,lo,
AK,Markram,19,40.05,2212,63.38,Right-hand bat,27.2,-,-,3.18,rob,
TB,de Bruyn,11,18.95,864,46.06,Right-hand bat,17.0,-,-,4.35,rmf,
T,Bavuma,38,31.78,3686,48.29,Right-hand bat,16.0,61.00,96.0,3.81,rm,
A,Nortje,1,3.00,28,10.71,Right-hand bat,25.0,-,-,4.00,rf,
F,du Plessis,60,42.55,8134,46.04,Right-hand bat,13.0,-,-,5.30,rls,
Q,de Kock,42,39.15,3502,72.67,Left-hand bat,-,-,-,-,-,
S,Muthusamy,2,49.00,278,35.25,Left-hand bat,37.3,90.00,112.5,4.80,lo,
VD,Philander,60,24.16,3615,44.78,Right-hand bat,1796.4,22.16,49.9,2.66,rfm,
KA,Maharaj,27,15.25,890,61.68,Right-hand bat,965.0,31.88,57.9,3.30,lo,
K,Rabada,39,11.61,1218,44.82,Left-hand bat,1205.2,22.40,40.1,3.34,rf,
WP,Saha,34,30.38,2626,45.12,Right-hand bat,-,-,-,-,-,
R,Ashwin,67,29.16,4325,54.61,Right-hand bat,3178.0,25.28,53.5,2.83,rob,
I,Sharma,94,8.46,2353,29.87,Right-hand bat,2953.4,33.62,63.2,3.18,rfm,
Mohammed,Shami,44,10.56,585,74.01,Right-hand bat,1366.1,28.40,50.9,3.34,rf,
UT,Yadav,42,10.88,643,44.01,Right-hand bat,1130.5,32.33,54.2,3.57,rf,
