Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Imran,Farhat,11,32.10,1340,47.91,Left-hand bat,19.1,33.33,38.3,5.21,rls,
Taufeeq,Umar,22,42.36,3536,45.53,Left-hand bat,11.0,-,-,3.27,rob,
Yasir,Hameed,10,49.00,1321,59.34,Right-hand bat,1.0,-,-,5.00,-,
Inzamam-ul-Haq,,94,49.63,12972,53.18,Right-hand bat,1.3,-,-,5.33,lo,
Mohammad,Yousuf,51,49.84,7738,48.30,Right-hand bat,1.0,-,-,3.00,rob,
Asim,Kamal,4,58.40,594,49.15,Left-hand bat,-,-,-,-,rob,
Kamran,Akmal,6,18.40,281,65.48,Right-hand bat,-,-,-,-,-,
Mohammad,Sami,15,12.38,490,32.85,Right-hand bat,547.0,46.94,84.1,3.34,rf,
Shoaib,Akhtar,32,8.25,724,41.02,Right-hand bat,942.5,24.48,45.2,3.24,rf,
Fazl-e-Akbar,,5,13.00,130,40.00,Right-hand bat,147.0,46.45,80.1,3.47,rfm,
Danish,Kaneria,18,5.18,147,38.77,Right-hand bat,743.1,28.97,61.9,2.80,rls,
V,Sehwag,23,52.72,2668,73.12,Right-hand bat,79.3,96.33,159.0,3.63,rob,
PA,Patel,16,32.06,1106,46.38,Left-hand bat,-,-,-,-,-,
R,Dravid,78,58.09,16114,42.54,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,114,57.39,,,Right-hand bat,474.0,44.54,81.2,3.28,-,
VVS,Laxman,53,46.54,7168,50.00,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,73,42.07,9294,49.34,Left-hand bat,351.2,51.69,91.6,3.38,rm,
Yuvraj,Singh,4,51.00,439,58.08,Left-hand bat,10.0,33.00,60.0,3.30,lo,
IK,Pathan,5,19.50,146,53.42,Left-hand bat,202.0,38.00,75.7,3.00,lmf,
A,Kumble,84,16.54,3788,37.56,Right-hand bat,4441.5,28.21,67.1,2.52,rls,
L,Balaji,5,3.75,36,41.66,Right-hand bat,173.0,42.46,79.8,3.19,rmf,
A,Nehra,17,5.50,256,30.07,Right-hand bat,574.3,42.40,78.3,3.24,lmf,
