Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
WW,Hinds,40,34.41,5028,47.91,Left-hand bat,159.1,34.13,63.6,3.21,rm,
CH,Gayle,48,37.55,5619,54.13,Left-hand bat,421.4,37.40,93.7,2.39,rob,
RR,Sarwan,51,41.82,7988,43.97,Right-hand bat,251.0,40.50,75.3,3.22,rls,
BC,Lara,113,53.33,17126,60.10,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,82,45.63,12662,42.89,Left-hand bat,257.0,94.50,192.7,2.94,rls,
DJ,Pagon,2,12.33,98,37.75,Right-hand bat,-,-,-,-,-,
DJ,Bravo,5,25.80,568,45.42,Right-hand bat,171.4,28.63,54.2,3.16,rm,
CO,Browne,16,17.11,783,37.16,Right-hand bat,-,-,-,-,-,
DBL,Powell,6,5.00,122,28.68,Right-hand bat,206.2,35.87,77.3,2.78,rfm,
PT,Collins,29,6.41,666,34.68,Right-hand bat,1044.1,34.13,65.2,3.13,lfm,
RD,King,16,3.40,280,18.21,Right-hand bat,492.0,28.61,60.2,2.84,rfm,
GC,Smith,37,52.68,5249,60.22,Left-hand bat,127.5,87.00,153.4,3.40,rob,
AB,de Villiers,9,44.20,1188,55.80,Right-hand bat,7.0,-,-,2.28,rm,
JA,Rudolph,27,38.70,3699,42.90,Left-hand bat,86.0,77.25,129.0,3.59,rls,
JH,Kallis,91,56.00,16659,42.69,Right-hand bat,2036.5,31.17,67.5,2.77,rfm,
M,Zondeki,3,26.66,219,36.52,Right-hand bat,66.2,25.00,44.2,3.39,rf,
HH,Gibbs,68,47.66,10256,50.66,Right-hand bat,-,-,-,-,-,
AG,Prince,10,30.75,898,41.09,Left-hand bat,-,-,-,-,rob,
MV,Boucher,82,30.59,5850,50.73,Right-hand bat,-,-,-,-,rm,
N,Boje,33,25.71,2109,47.55,Left-hand bat,1092.1,35.91,75.3,2.86,lo,
M,Ntini,57,10.20,813,53.99,Right-hand bat,1997.1,28.80,55.2,3.12,rf,
A,Nel,14,3.50,123,22.76,Right-hand bat,507.5,28.65,58.5,2.93,rfm,
