Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,73,43.92,11217,50.12,Left-hand bat,-,-,-,-,lm,
AN,Cook,56,44.17,8714,48.16,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,9,50.06,1542,48.70,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,62,49.20,8220,62.84,Right-hand bat,139.3,141.50,209.2,4.05,rob,
IR,Bell,57,42.92,7697,50.18,Right-hand bat,18.0,76.00,108.0,4.22,rm,
EJG,Morgan,2,40.50,150,54.00,Left-hand bat,-,-,-,-,rm,
MJ,Prior,31,40.53,2640,62.95,Right-hand bat,-,-,-,-,-,
GP,Swann,20,30.25,692,87.42,Right-hand bat,912.3,30.02,60.1,2.99,rob,
A,Shahzad,1,5.00,12,41.66,Right-hand bat,17.0,15.75,25.5,3.70,rfm,
JM,Anderson,48,14.20,1331,36.28,Left-hand bat,1655.4,34.26,60.2,3.41,rfm,
ST,Finn,4,3.00,17,17.64,Right-hand bat,118.0,23.42,37.2,3.77,rfm,
Tamim,Iqbal,19,40.13,2352,61.43,Left-hand bat,4.0,-,-,2.50,-,
Imrul,Kayes,13,17.42,1009,44.89,Left-hand bat,1.0,-,-,7.00,-,
Junaid,Siddique,18,26.91,2285,41.22,Left-hand bat,3.0,-,-,3.66,rob,
Jahurul,Islam,3,19.00,280,40.71,Right-hand bat,-,-,-,-,rob,
Mohammad,Ashraful,55,22.38,4958,46.51,Right-hand bat,265.1,59.40,79.5,4.48,rob,
Shakib,Al Hasan,21,31.02,2123,55.53,Left-hand bat,847.1,32.13,67.7,2.84,lo,
Mushfiqur,Rahim,23,27.14,2599,43.86,Right-hand bat,-,-,-,-,-,
Mahmudullah,,9,36.87,1023,57.67,Right-hand bat,227.5,36.31,62.1,3.50,rob,
Shafiul,Islam,5,15.22,219,62.55,Right-hand bat,133.0,71.71,114.0,3.77,rfm,
Abdur,Razzak,8,16.00,289,55.36,Left-hand bat,313.3,67.43,117.5,3.44,lo,
Shahadat,Hossain,29,9.85,865,45.54,Right-hand bat,722.2,45.33,65.6,4.14,rmf,
