Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
HJH,Marshall,10,42.50,1244,47.82,Right-hand bat,1.0,-,-,4.00,rm,
JM,How,1,24.00,99,48.48,Right-hand bat,-,-,-,-,-,
PG,Fulton,1,22.50,106,42.45,Right-hand bat,-,-,-,-,rm,
SP,Fleming,97,38.83,13778,44.25,Left-hand bat,-,-,-,-,-,
NJ,Astle,74,38.36,8990,49.49,Right-hand bat,895.0,42.27,111.8,2.26,rm,
SB,Styris,22,40.97,2706,51.47,Right-hand bat,286.3,49.83,95.5,3.13,rm,
BB,McCullum,18,36.51,1609,61.28,Right-hand bat,-,-,-,-,-,
DL,Vettori,66,23.77,3586,53.03,Left-hand bat,2742.1,34.50,77.2,2.68,lo,
JEC,Franklin,14,15.52,730,36.16,Left-hand bat,386.4,29.22,48.3,3.62,lm,
SE,Bond,13,17.57,292,42.12,Right-hand bat,395.0,20.49,37.6,3.26,rf,
CS,Martin,26,2.42,241,19.08,Right-hand bat,818.0,34.70,57.7,3.60,rfm,
CH,Gayle,55,39.10,6634,55.41,Left-hand bat,629.2,34.27,80.3,2.55,rob,
D,Ganga,32,24.01,3550,37.88,Right-hand bat,27.0,-,-,3.18,rob,
IDR,Bradshaw,1,5.00,59,16.94,Left-hand bat,57.1,26.00,57.1,2.72,lfm,
RR,Sarwan,59,39.89,8951,44.12,Right-hand bat,269.1,43.60,80.7,3.23,rls,
BC,Lara,122,53.37,18519,60.52,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,92,45.47,14387,42.98,Left-hand bat,260.0,96.12,195.0,2.95,rls,
DJ,Bravo,10,36.15,1504,45.67,Right-hand bat,289.4,33.53,62.0,3.24,rm,
DR,Smith,9,24.61,457,70.02,Right-hand bat,108.3,49.14,93.0,3.17,rm,
D,Ramdin,6,27.54,649,46.68,Right-hand bat,-,-,-,-,-,
FH,Edwards,21,4.38,470,24.25,Right-hand bat,634.1,46.20,69.1,4.00,rf,
JE,Taylor,4,9.75,85,45.88,Right-hand bat,72.4,67.75,109.0,3.72,rf,
