Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GJ,Whittall,40,31.47,4826,42.39,Right-hand bat,695.2,37.02,83.4,2.66,rm,
DD,Ebrahim,3,12.60,209,30.14,Right-hand bat,-,-,-,-,rm,
SV,Carlisle,17,24.96,1763,36.81,Right-hand bat,-,-,-,-,rm,
ADR,Campbell,51,26.27,5557,41.13,Left-hand bat,11.0,-,-,2.54,rob,
A,Flower,51,51.40,8837,43.62,Left-hand bat,0.1,-,-,0.00,rob,
GW,Flower,49,31.66,7898,34.47,Right-hand bat,320.5,84.90,192.5,2.64,lo,
HH,Streak,39,19.01,2843,34.78,Right-hand bat,1444.2,24.25,57.0,2.55,rfm,
AM,Blignaut,3,15.66,128,36.71,Left-hand bat,107.0,27.00,58.3,2.77,rmf,
BA,Murphy,9,8.10,340,23.82,Right-hand bat,321.3,62.18,120.5,3.09,rls,
HK,Olonga,23,5.60,604,23.17,Right-hand bat,581.4,36.39,65.8,3.31,rf,
BT,Watambwa,3,4.00,16,25.00,Right-hand bat,107.4,28.50,53.8,3.17,rfm,
SS,Das,7,46.18,1133,44.83,Right-hand bat,3.0,-,-,2.33,rm,
S,Ramesh,16,38.13,2310,49.52,Left-hand bat,4.0,-,-,4.75,rob,
VVS,Laxman,23,36.92,2726,51.46,Right-hand bat,25.0,-,-,2.72,rob,
SR,Tendulkar,83,57.39,,,Right-hand bat,279.0,39.13,76.0,3.08,-,
J,Srinath,51,14.98,1667,48.53,Right-hand bat,1978.0,29.93,62.7,2.85,rfm,
SC,Ganguly,42,43.41,5910,47.74,Left-hand bat,237.5,37.57,67.9,3.31,rm,
R,Dravid,44,53.68,9082,40.78,Right-hand bat,11.0,-,-,1.90,rob,
SS,Dighe,2,36.50,167,43.71,Right-hand bat,-,-,-,-,-,
Harbhajan,Singh,12,14.55,230,56.95,Right-hand bat,522.5,26.64,56.0,2.85,rob,
Z,Khan,5,9.25,83,44.57,Right-hand bat,152.4,40.16,76.3,3.15,lfm,
A,Nehra,2,-,31,29.03,Right-hand bat,66.4,32.33,66.6,2.91,lmf,
