Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Imam-ul-Haq,,4,43.50,559,46.69,Left-hand bat,-,-,-,-,-,
Mohammad,Hafeez,51,39.94,6374,56.40,Right-hand bat,667.5,33.84,75.6,2.68,rob,
Azhar,Ali,66,44.27,12622,41.38,Right-hand bat,139.3,74.00,104.6,4.24,rls,
Haris,Sohail,6,43.36,980,48.67,Left-hand bat,43.0,22.00,51.6,2.55,lo,
Mohammad,Abbas,9,3.83,211,10.90,Right-hand bat,344.2,16.89,42.1,2.40,rmf,
Asad,Shafiq,62,39.68,8110,47.95,Right-hand bat,38.4,63.50,116.0,3.28,rob,
Babar,Azam,14,28.17,1398,46.35,Right-hand bat,-,-,-,-,rob,
Sarfaraz,Ahmed,42,37.40,3182,71.71,Right-hand bat,-,-,-,-,rob,
Bilal,Asif,1,6.00,27,44.44,Right-hand bat,58.3,20.50,58.5,2.10,rob,
Wahab,Riaz,27,8.50,727,42.09,Right-hand bat,836.2,34.50,60.4,3.42,lf,
Yasir,Shah,29,12.44,985,45.48,Right-hand bat,1618.0,29.89,57.4,3.12,rls,
UT,Khawaja,34,44.58,4750,51.62,Left-hand bat,1.0,-,-,1.00,rm,
AJ,Finch,1,55.50,260,42.69,Right-hand bat,-,-,-,-,lo,
SE,Marsh,33,36.40,4710,44.05,Left-hand bat,-,-,-,-,lo,
MR,Marsh,29,26.86,2276,51.93,Right-hand bat,400.1,43.21,72.7,3.56,rm,
TM,Head,1,36.00,184,39.13,Left-hand bat,1.0,-,-,6.00,rob,
M,Labuschagne,1,6.50,26,50.00,Right-hand bat,11.0,19.00,33.0,3.45,rls,
TD,Paine,14,42.33,1685,45.22,Right-hand bat,-,-,-,-,rm,
MA,Starc,44,20.92,1716,68.29,Left-hand bat,1540.0,28.61,50.4,3.40,lf,
PM,Siddle,63,14.50,2279,47.08,Right-hand bat,2187.5,29.78,61.3,2.91,rfm,
NM,Lyon,79,11.70,1799,46.19,Right-hand bat,3276.5,32.35,63.4,3.06,rob,
JM,Holland,3,1.00,20,5.00,Right-hand bat,131.0,53.66,87.3,3.68,lo,
