Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Petersen,31,36.90,3750,52.16,Right-hand bat,19.0,62.00,114.0,3.26,rob,
D,Elgar,10,33.84,939,46.85,Left-hand bat,46.1,63.00,92.3,4.09,lo,
F,du Plessis,15,53.00,2576,43.20,Right-hand bat,13.0,-,-,5.30,rls,
HM,Amla,77,50.78,11892,52.53,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,93,51.71,13335,54.29,Right-hand bat,34.0,52.00,102.0,3.05,rm,
Q,de Kock,2,32.00,205,62.43,Left-hand bat,-,-,-,-,-,
DW,Steyn,73,14.09,2384,41.98,Right-hand bat,2583.3,22.72,41.7,3.26,rf,
JP,Duminy,25,38.09,2731,44.63,Left-hand bat,323.0,37.96,64.6,3.52,rob,
VD,Philander,24,27.43,1334,47.30,Right-hand bat,817.1,20.69,43.7,2.83,rfm,
M,Morkel,57,12.13,1445,48.71,Left-hand bat,1860.2,30.27,56.9,3.18,rf,
JK,Silva,11,36.28,1819,41.89,Right-hand bat,-,-,-,-,-,
WU,Tharanga,16,30.00,1608,50.37,Left-hand bat,-,-,-,-,-,
KC,Sangakkara,125,58.55,21411,54.14,Left-hand bat,14.0,-,-,3.50,rob,
DPMD,Jayawardene,146,49.80,22369,51.43,Right-hand bat,98.1,51.66,98.1,3.15,rm,
HDRL,Thirimanne,13,26.36,1387,41.81,Left-hand bat,4.0,-,-,6.75,rmf,
AD,Mathews,41,49.63,5654,48.28,Right-hand bat,370.0,59.36,116.8,3.04,rm,
LD,Chandimal,14,44.47,1602,58.30,Right-hand bat,-,-,-,-,rob,
MDK,Perera,4,20.80,284,36.61,Right-hand bat,187.3,33.68,59.2,3.41,rob,
HMRKB,Herath,54,13.61,1642,49.75,Left-hand bat,2531.4,31.12,66.6,2.80,lo,
RAS,Lakmal,20,6.93,329,33.73,Right-hand bat,603.3,48.45,86.2,3.37,rfm,
RMS,Eranga,14,11.90,348,37.64,Right-hand bat,491.5,32.44,60.2,3.23,rfm,
Imran,Tahir,14,11.25,141,63.82,Right-hand bat,482.1,45.67,78.1,3.50,rls,
