Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,23,44.02,3885,46.46,Left-hand bat,-,-,-,-,-,
MP,Vaughan,72,44.05,10240,52.06,Right-hand bat,163.0,93.50,163.0,3.44,rob,
IR,Bell,32,43.48,4400,51.38,Right-hand bat,18.0,76.00,108.0,4.22,rm,
KP,Pietersen,32,51.60,4599,65.07,Right-hand bat,71.0,159.50,213.0,4.49,rob,
PD,Collingwood,29,43.91,4777,45.04,Right-hand bat,137.5,56.25,103.3,3.26,rm,
RS,Bopara,2,14.00,65,64.61,Right-hand bat,16.0,-,-,2.62,rm,
MJ,Prior,9,41.46,895,60.22,Right-hand bat,-,-,-,-,-,
SCJ,Broad,1,2.00,8,25.00,Left-hand bat,36.0,95.00,216.0,2.63,rfm,
RJ,Sidebottom,9,20.00,377,42.44,Left-hand bat,323.0,32.32,69.2,2.80,lfm,
SJ,Harmison,55,11.28,1087,58.14,Right-hand bat,2006.3,30.91,57.8,3.20,rfm,
MS,Panesar,22,7.52,404,31.68,Left-hand bat,874.3,31.82,64.7,2.94,lo,
MG,Vandort,13,48.94,1862,49.94,Left-hand bat,-,-,-,-,rm,
WU,Tharanga,14,29.04,1398,49.85,Left-hand bat,-,-,-,-,-,
KC,Sangakkara,70,56.47,10661,56.14,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,92,50.41,13474,52.38,Right-hand bat,78.2,58.00,117.5,2.96,rm,
LPC,Silva,9,34.38,693,64.50,Right-hand bat,13.0,57.00,78.0,4.38,rls,
J,Mubarak,10,15.87,614,41.36,Left-hand bat,14.0,-,-,3.57,rob,
HAPW,Jayawardene,16,28.41,1040,46.44,Right-hand bat,-,-,-,-,-,
WPUJC,Vaas,101,23.29,6290,43.32,Left-hand bat,3603.1,29.59,66.1,2.68,lfm,
SL,Malinga,27,9.35,487,38.39,Right-hand bat,767.1,33.42,51.1,3.92,rf,
CRD,Fernando,30,7.07,604,30.46,Right-hand bat,783.2,33.90,55.9,3.63,rfm,
M,Muralitharan,117,11.67,1642,69.67,Right-hand bat,6491.4,21.75,54.1,2.41,rob,
