Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
S,van Zyl,7,46.83,487,57.70,Left-hand bat,39.0,24.66,78.0,1.89,rm,
D,Elgar,19,38.29,2032,45.22,Left-hand bat,84.1,33.80,50.5,4.01,lo,
F,du Plessis,24,46.75,3568,41.92,Right-hand bat,13.0,-,-,5.30,rls,
HM,Amla,86,51.66,13242,51.50,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,100,52.14,14195,54.73,Right-hand bat,34.0,52.00,102.0,3.05,rm,
JP,Duminy,30,35.00,3028,42.76,Left-hand bat,374.0,37.42,64.1,3.50,rob,
DJ,Vilas,3,7.66,57,40.35,Right-hand bat,-,-,-,-,-,
KJ,Abbott,4,9.25,182,20.32,Right-hand bat,93.4,21.23,43.2,2.94,rfm,
K,Rabada,2,2.00,17,11.76,Left-hand bat,27.0,66.00,162.0,2.44,rf,
M,Morkel,65,12.25,1482,49.59,Left-hand bat,2050.2,29.76,56.4,3.16,rf,
Imran,Tahir,18,10.63,206,56.79,Right-hand bat,587.4,42.34,71.9,3.53,rls,
M,Vijay,35,42.83,5425,47.37,Right-hand bat,36.0,105.00,216.0,2.91,rob,
S,Dhawan,17,42.96,1877,64.09,Left-hand bat,6.0,-,-,1.50,rob,
CA,Pujara,30,49.48,4719,49.29,Right-hand bat,-,-,-,-,rls,
V,Kohli,39,44.12,5345,52.83,Right-hand bat,24.0,-,-,2.91,rm,
AM,Rahane,20,41.51,2458,55.73,Right-hand bat,-,-,-,-,rm,
WP,Saha,9,21.71,736,41.30,Right-hand bat,-,-,-,-,-,
RA,Jadeja,14,21.57,654,62.69,Left-hand bat,616.3,26.19,64.8,2.42,lo,
STR,Binny,6,21.55,333,58.25,Right-hand bat,75.0,86.00,150.0,3.44,rm,
R,Ashwin,30,32.17,1820,61.86,Right-hand bat,1428.4,27.29,54.5,2.99,rob,
I,Sharma,66,9.00,1913,28.69,Right-hand bat,2187.3,36.71,65.6,3.35,rfm,
VR,Aaron,9,3.88,110,31.81,Right-hand bat,198.1,52.61,66.0,4.77,rf,
