Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KL,Rahul,20,45.83,2470,57.53,Right-hand bat,-,-,-,-,-,
S,Dhawan,27,43.72,2911,66.09,Left-hand bat,9.0,-,-,2.00,rob,
CA,Pujara,52,52.26,8666,48.24,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,61,50.12,8445,56.38,Right-hand bat,26.1,-,-,2.86,rm,
AM,Rahane,41,46.11,5313,52.94,Right-hand bat,-,-,-,-,rm,
R,Ashwin,53,31.96,3726,54.91,Right-hand bat,2560.2,25.30,52.6,2.88,rob,
WP,Saha,29,31.83,2559,44.78,Right-hand bat,-,-,-,-,-,
RA,Jadeja,33,29.17,1801,64.79,Left-hand bat,1568.4,23.65,60.7,2.33,lo,
B,Kumar,19,20.50,973,46.35,Right-hand bat,491.0,27.18,55.5,2.93,rm,
Mohammed,Shami,26,14.81,423,77.06,Right-hand bat,814.3,30.31,53.1,3.42,rf,
UT,Yadav,35,9.82,507,44.57,Right-hand bat,958.0,35.89,59.2,3.63,rf,
S,Samarawickrama,2,18.50,84,88.09,Right-hand bat,-,-,-,-,-,
FDM,Karunaratne,45,36.10,6349,48.33,Left-hand bat,22.0,89.00,132.0,4.04,rm,
HDRL,Thirimanne,28,23.35,2869,39.07,Left-hand bat,14.0,-,-,3.64,rmf,
AD,Mathews,70,44.69,9491,50.38,Right-hand bat,638.0,52.66,116.0,2.72,rm,
LD,Chandimal,42,41.94,5870,50.73,Right-hand bat,-,-,-,-,rob,
N,Dickwella,13,35.20,1151,73.41,Left-hand bat,-,-,-,-,-,
MD,Shanaka,2,3.33,37,27.02,Right-hand bat,47.0,19.75,35.2,3.36,rm,
MDK,Perera,23,20.73,1600,49.25,Right-hand bat,982.1,32.09,61.3,3.13,rob,
HMRKB,Herath,86,15.32,3178,50.62,Left-hand bat,4025.5,27.90,59.6,2.80,lo,
RAS,Lakmal,40,10.36,961,47.45,Right-hand bat,1262.2,42.77,79.7,3.21,rfm,
PLS,Gamage,2,2.00,15,13.33,Right-hand bat,71.3,37.16,71.5,3.11,rfm,
