Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,38,40.18,5351,55.57,Left-hand bat,5.0,-,-,4.00,-,
Imrul,Kayes,20,26.72,2219,48.17,Left-hand bat,2.0,-,-,4.00,-,
Mominul,Haque,13,61.85,2364,54.94,Left-hand bat,50.1,180.00,301.0,3.58,lo,
Mahmudullah,,24,31.22,2659,51.67,Right-hand bat,483.2,47.17,82.8,3.41,rob,
Shakib,Al Hasan,38,39.25,4312,60.99,Left-hand bat,1548.5,32.26,65.9,2.93,lo,
Mushfiqur,Rahim,44,33.02,5477,46.43,Right-hand bat,-,-,-,-,-,
Soumya,Sarkar,1,33.00,100,66.00,Left-hand bat,1.0,-,-,2.00,rmf,
Shuvagata,Hom,5,23.57,310,53.22,Right-hand bat,99.0,65.40,118.8,3.30,rob,
Taijul,Islam,6,9.66,183,47.54,Left-hand bat,273.5,27.12,53.0,3.07,lo,
Mohammad,Shahid,1,10.00,15,66.66,Right-hand bat,19.0,59.00,114.0,3.10,rmf,
Rubel,Hossain,23,8.95,457,43.10,Right-hand bat,622.0,75.90,116.6,3.90,rf,
Mohammad,Hafeez,41,40.33,5107,56.07,Right-hand bat,617.5,34.97,78.8,2.66,rob,
Sami,Aslam,1,20.00,36,55.55,Left-hand bat,-,-,-,-,rm,
Azhar,Ali,40,41.91,7383,39.73,Right-hand bat,43.0,79.00,129.0,3.67,rls,
Younis,Khan,97,53.24,16020,52.18,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,54,49.28,8795,43.14,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,34,41.12,4389,44.97,Right-hand bat,7.0,32.00,42.0,4.57,rob,
Sarfaraz,Ahmed,14,45.70,1252,73.00,Right-hand bat,-,-,-,-,rob,
Wahab,Riaz,9,10.11,245,37.14,Right-hand bat,255.2,33.61,58.9,3.42,lf,
Yasir,Shah,6,10.60,133,39.84,Right-hand bat,276.4,30.63,55.3,3.32,rls,
Zulfiqar,Babar,8,16.66,82,60.97,Right-hand bat,409.2,37.55,68.2,3.30,lo,
Junaid,Khan,19,6.93,269,41.26,Right-hand bat,694.4,29.88,62.2,2.88,lf,
