Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
TWM,Latham,2,46.25,459,40.30,Left-hand bat,-,-,-,-,rm,
PG,Fulton,23,25.44,2462,39.27,Right-hand bat,-,-,-,-,rm,
KS,Williamson,32,37.12,4898,42.44,Right-hand bat,269.5,39.39,70.3,3.35,rob,
LRPL,Taylor,55,46.51,7398,57.21,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,85,37.71,8660,60.54,Right-hand bat,6.0,-,-,3.00,-,
JDS,Neesham,2,99.00,405,73.33,Left-hand bat,31.0,110.00,186.0,3.54,rmf,
BJ,Watling,22,37.59,2764,43.52,Right-hand bat,-,-,-,-,-,
TG,Southee,32,19.10,997,88.16,Right-hand bat,1113.1,29.56,56.6,3.13,rmf,
CH,Gayle,100,41.95,11712,59.82,Left-hand bat,1154.5,42.23,96.2,2.63,rob,
KOA,Powell,21,27.48,2155,49.74,Left-hand bat,-,-,-,-,-,
KA,Edwards,13,33.40,1792,46.59,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,28,43.04,4343,46.58,Left-hand bat,1.0,-,-,2.00,rm,
S,Chanderpaul,154,52.19,26079,43.43,Left-hand bat,290.0,98.11,193.3,3.04,rls,
MN,Samuels,52,34.68,6145,48.54,Right-hand bat,551.3,54.41,97.3,3.35,rob,
D,Ramdin,57,27.47,4655,49.58,Right-hand bat,-,-,-,-,-,
KAJ,Roach,24,9.81,893,35.16,Right-hand bat,771.1,28.19,53.1,3.18,rfm,
JE,Taylor,30,15.57,1108,59.02,Right-hand bat,860.3,34.74,60.0,3.47,rf,
SJ,Benn,18,16.26,702,60.25,Left-hand bat,800.0,41.83,87.2,2.87,lo,
S,Shillingford,15,11.30,485,46.59,Right-hand bat,751.2,32.64,64.4,3.04,rob,
IS,Sodhi,7,22.37,257,69.64,Right-hand bat,204.3,51.20,81.8,3.75,rls,
MD,Craig,1,-,2,350.00,Left-hand bat,39.0,23.50,29.2,4.82,rob,
TA,Boult,23,18.85,467,56.53,Right-hand bat,773.2,27.43,55.9,2.94,lfm,
