Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,33,22.44,4054,35.98,Right-hand bat,1.0,-,-,12.00,rls,
Nafees,Iqbal,11,23.54,1332,38.88,Right-hand bat,-,-,-,-,rm,
Habibul,Bashar,40,34.57,4482,60.17,Right-hand bat,39.0,-,-,5.00,rob,
Shahriar,Nafees,4,19.00,313,48.56,Left-hand bat,-,-,-,-,-,
Mohammad,Ashraful,31,24.87,3269,44.14,Right-hand bat,138.0,68.00,92.0,4.43,rob,
Mushfiqur,Rahim,2,6.00,85,28.23,Right-hand bat,-,-,-,-,-,
Khaled,Mashud,39,19.38,3762,34.52,Right-hand bat,-,-,-,-,-,
Mohammad,Rafique,24,21.41,1388,63.25,Left-hand bat,1086.4,37.88,85.7,2.64,lo,
Shahadat,Hossain,5,6.00,136,35.29,Right-hand bat,111.3,35.66,44.6,4.79,rmf,
Enamul,Haque jnr,9,5.60,138,20.28,Right-hand bat,346.3,35.68,71.6,2.98,lo,
Syed,Rasel,4,5.00,68,44.11,Left-hand bat,91.5,40.00,61.2,3.92,lmf,
MG,Vandort,4,68.20,557,61.22,Left-hand bat,-,-,-,-,rm,
WU,Tharanga,3,69.20,605,57.19,Left-hand bat,-,-,-,-,-,
HMCM,Bandara,6,12.20,150,40.66,Right-hand bat,169.0,34.43,63.3,3.26,rls,
TT,Samaraweera,35,46.07,4647,41.63,Right-hand bat,214.1,47.92,91.7,3.13,rob,
KC,Sangakkara,55,46.31,7329,53.71,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,76,47.85,10451,51.74,Right-hand bat,76.2,57.00,114.5,2.98,rm,
TM,Dilshan,32,38.27,3013,55.89,Right-hand bat,76.0,36.00,76.0,2.84,rob,
MF,Maharoof,8,20.77,457,40.91,Right-hand bat,163.0,57.22,108.6,3.15,rfm,
CRD,Fernando,22,5.40,435,24.82,Right-hand bat,544.2,32.12,51.8,3.71,rfm,
SL,Malinga,13,3.50,144,19.44,Right-hand bat,383.1,29.32,45.9,3.82,rf,
M,Muralitharan,101,12.41,1512,69.77,Right-hand bat,5624.3,22.35,56.2,2.38,rob,
