Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Guptill,40,29.92,4958,45.86,Right-hand bat,58.2,53.00,70.0,4.54,rob,
TWM,Latham,18,38.00,2903,44.50,Left-hand bat,-,-,-,-,rm,
KS,Williamson,48,49.23,8393,48.09,Right-hand bat,329.3,37.93,68.1,3.33,rob,
HM,Nicholls,2,19.00,169,44.97,Left-hand bat,-,-,-,-,rob,
BB,McCullum,101,38.64,9989,64.60,Right-hand bat,29.1,88.00,175.0,3.01,-,
CJ,Anderson,13,32.52,1201,56.86,Left-hand bat,217.0,41.18,81.3,3.03,lmf,
BJ,Watling,38,37.35,4728,44.24,Right-hand bat,-,-,-,-,-,
TG,Southee,48,16.79,1366,88.50,Right-hand bat,1746.2,32.12,63.1,3.05,rmf,
MJ,Henry,4,30.40,176,86.36,Right-hand bat,169.1,63.20,101.5,3.73,rfm,
N,Wagner,19,11.85,611,38.78,Left-hand bat,696.5,32.43,56.5,3.44,lmf,
TA,Boult,39,15.78,787,56.16,Right-hand bat,1425.4,29.14,58.1,3.00,lfm,
DA,Warner,51,50.06,5858,76.92,Left-hand bat,55.0,63.50,82.5,4.61,rls,
JA,Burns,10,49.29,1385,60.50,Right-hand bat,-,-,-,-,-,
UT,Khawaja,15,49.54,1985,54.91,Left-hand bat,-,-,-,-,rm,
SPD,Smith,41,60.18,6692,57.56,Right-hand bat,193.0,52.31,72.3,4.33,rls,
AC,Voges,15,95.50,2252,59.36,Right-hand bat,3.0,-,-,6.00,lo,
NM,Lyon,54,15.52,1277,41.34,Right-hand bat,2039.5,32.87,62.7,3.14,rob,
MR,Marsh,15,23.00,829,52.71,Right-hand bat,244.1,34.52,58.6,3.53,rm,
PM,Nevill,12,27.08,695,46.76,Right-hand bat,-,-,-,-,-,
JL,Pattinson,17,27.66,834,39.80,Left-hand bat,546.3,26.15,46.8,3.35,rfm,
JR,Hazlewood,17,21.87,324,54.01,Left-hand bat,595.5,25.77,51.0,3.02,rfm,
JM,Bird,5,14.00,75,18.66,Right-hand bat,166.2,25.28,47.5,3.19,rfm,
