Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
S,Matsikenyeri,7,25.69,617,54.13,Right-hand bat,80.3,172.50,241.5,4.28,rob,
BG,Rogers,3,13.83,214,38.78,Left-hand bat,3.0,-,-,5.66,rob,
DD,Ebrahim,24,25.79,2849,39.83,Right-hand bat,-,-,-,-,rm,
H,Masakadza,10,27.78,1299,40.64,Right-hand bat,21.0,19.50,63.0,1.85,rm,
BRM,Taylor,5,26.30,604,43.54,Right-hand bat,5.0,-,-,3.60,rob,
T,Taibu,19,29.76,2493,40.59,Right-hand bat,8.0,27.00,48.0,3.37,rm,
E,Chigumbura,5,14.30,391,36.57,Right-hand bat,113.1,50.12,84.8,3.54,rfm,
HH,Streak,60,23.22,4960,36.99,Right-hand bat,2136.1,28.02,63.4,2.65,rfm,
AM,Blignaut,16,25.25,1039,68.04,Left-hand bat,473.0,33.49,55.6,3.61,rmf,
AG,Cremer,3,0.83,46,10.86,Right-hand bat,72.1,29.44,48.1,3.67,rls,
CB,Mpofu,3,3.00,26,23.07,Right-hand bat,86.0,53.20,103.2,3.09,rfm,
GC,Smith,34,52.63,4648,62.28,Left-hand bat,103.5,67.40,124.6,3.24,rob,
AB,de Villiers,6,46.00,738,62.33,Right-hand bat,-,-,-,-,rm,
JA,Rudolph,24,41.51,3441,44.63,Left-hand bat,82.0,73.75,123.0,3.59,rls,
JH,Kallis,88,55.54,16054,42.89,Right-hand bat,1973.5,31.14,67.6,2.76,rfm,
HH,Gibbs,65,48.20,9856,51.34,Right-hand bat,-,-,-,-,-,
AG,Prince,8,16.81,503,36.77,Left-hand bat,-,-,-,-,rob,
MV,Boucher,79,30.60,5550,51.83,Right-hand bat,-,-,-,-,rm,
SM,Pollock,93,31.20,6227,50.10,Right-hand bat,3518.2,21.79,55.9,2.33,rfm,
N,Boje,30,23.62,1906,45.85,Left-hand bat,990.0,34.67,72.4,2.87,lo,
M,Ntini,55,10.41,790,54.05,Right-hand bat,1926.2,29.50,56.6,3.12,rf,
CK,Langeveldt,2,-,10,50.00,Right-hand bat,48.3,18.85,41.5,2.72,rfm,
