Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
RJ,Burns,6,25.00,628,47.77,Left-hand bat,-,-,-,-,rm,
KK,Jennings,17,25.19,1838,42.49,Left-hand bat,12.1,-,-,4.52,rmf,
JL,Denly,2,28.00,234,47.86,Right-hand bat,4.0,-,-,4.25,rls,
JE,Root,80,49.51,12059,55.43,Right-hand bat,328.0,49.30,98.4,3.00,rob,
JC,Buttler,31,35.87,2876,59.87,Right-hand bat,-,-,-,-,-,
BA,Stokes,52,33.89,5370,58.69,Left-hand bat,1221.2,31.92,57.7,3.31,rfm,
JM,Bairstow,63,36.95,6839,55.65,Right-hand bat,-,-,-,-,rm,
MM,Ali,58,30.09,5382,51.44,Left-hand bat,1782.2,36.37,60.4,3.61,rob,
MA,Wood,13,16.50,493,60.24,Right-hand bat,401.2,37.36,66.8,3.35,rf,
SCJ,Broad,126,19.27,4710,65.05,Left-hand bat,4289.3,29.05,58.8,2.96,rfm,
JM,Anderson,148,9.70,2940,39.93,Left-hand bat,5389.1,26.93,56.2,2.87,rfm,
KC,Brathwaite,56,34.83,8426,40.93,Right-hand bat,307.3,58.41,108.5,3.22,rob,
JD,Campbell,3,35.20,305,57.70,Left-hand bat,4.1,-,-,2.40,rob,
SD,Hope,29,28.05,3412,42.76,Right-hand bat,-,-,-,-,-,
DM,Bravo,52,38.43,7713,44.84,Left-hand bat,1.0,-,-,2.00,rm,
RL,Chase,29,33.08,3356,48.30,Right-hand bat,647.2,44.46,77.6,3.43,rob,
SO,Hetmyer,13,30.16,996,75.70,Left-hand bat,-,-,-,-,-,
SO,Dowrich,30,29.82,3014,46.51,Right-hand bat,-,-,-,-,-,
KMA,Paul,3,16.00,118,81.35,Right-hand bat,57.0,31.50,57.0,3.31,rfm,
KAJ,Roach,53,12.16,2162,38.25,Right-hand bat,1573.0,27.17,51.2,3.17,rfm,
AS,Joseph,9,5.60,218,38.53,Right-hand bat,254.1,32.84,61.0,3.23,rfm,
ST,Gabriel,43,4.82,521,38.00,Right-hand bat,1139.4,29.83,53.0,3.37,rf,
