Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MG,Vandort,16,43.95,2136,49.39,Left-hand bat,-,-,-,-,rm,
SM,Warnapura,4,49.83,500,59.80,Left-hand bat,-,-,-,-,rob,
KC,Sangakkara,73,55.19,10940,56.00,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,95,51.93,14211,52.62,Right-hand bat,78.2,58.00,117.5,2.96,rm,
TT,Samaraweera,42,41.98,5422,42.58,Right-hand bat,215.1,48.50,92.2,3.15,rob,
TM,Dilshan,45,37.25,4056,57.86,Right-hand bat,109.0,44.00,93.4,2.82,rob,
LPC,Silva,11,33.56,854,62.88,Right-hand bat,17.0,65.00,102.0,3.82,rls,
WPUJC,Vaas,104,24.19,6703,43.68,Left-hand bat,3718.2,29.09,65.0,2.68,lfm,
T,Thushara,3,8.16,113,43.36,Left-hand bat,76.5,38.62,57.6,4.02,lfm,
M,Muralitharan,120,11.56,1663,69.51,Right-hand bat,6672.3,21.95,54.4,2.41,rob,
MKDI,Amerasinghe,1,-,25,0.00,Right-hand bat,25.0,105.00,150.0,4.20,rfm,
CH,Gayle,72,38.41,8336,57.14,Left-hand bat,933.5,39.46,88.9,2.66,rob,
S,Chattergoon,1,28.50,104,54.80,Left-hand bat,-,-,-,-,rls,
RR,Sarwan,69,40.12,10230,45.10,Right-hand bat,316.0,46.73,82.4,3.40,rls,
MN,Samuels,29,28.73,3172,44.38,Right-hand bat,266.0,127.00,228.0,3.34,rob,
S,Chanderpaul,109,47.24,17491,43.21,Left-hand bat,280.0,105.62,210.0,3.01,rls,
DS,Smith,22,24.84,2070,46.81,Left-hand bat,-,-,-,-,rob,
DJ,Bravo,28,32.86,3351,49.03,Right-hand bat,739.4,40.00,73.9,3.24,rm,
D,Ramdin,24,22.76,1876,46.10,Right-hand bat,-,-,-,-,-,
JE,Taylor,18,13.25,637,49.92,Right-hand bat,534.1,35.41,58.2,3.64,rf,
DBL,Powell,27,6.70,793,33.79,Right-hand bat,894.3,46.05,80.1,3.44,rfm,
FH,Edwards,31,4.21,660,24.24,Right-hand bat,852.2,43.46,63.9,4.07,rf,
