Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,110,45.65,18040,46.82,Left-hand bat,3.0,7.00,18.0,2.33,-,
IJL,Trott,50,45.38,7957,47.34,Right-hand bat,117.0,79.60,140.4,3.40,rm,
GS,Ballance,9,61.50,1729,49.79,Left-hand bat,2.0,-,-,2.50,rls,
IR,Bell,106,45.40,14611,50.03,Right-hand bat,18.0,76.00,108.0,4.22,rm,
JE,Root,23,52.05,3957,47.35,Right-hand bat,98.0,41.16,98.0,2.52,rob,
BA,Stokes,7,30.23,707,55.58,Left-hand bat,236.4,38.09,64.5,3.54,rfm,
JC,Tredwell,2,22.50,87,51.72,Left-hand bat,131.0,29.18,71.4,2.45,rob,
JC,Buttler,4,64.75,364,71.15,Right-hand bat,-,-,-,-,-,
CJ,Jordan,6,22.71,271,58.67,Right-hand bat,192.0,34.70,67.7,3.07,rfm,
SCJ,Broad,75,23.83,3295,66.55,Left-hand bat,2628.5,30.04,59.0,3.05,rfm,
JM,Anderson,100,11.01,2398,40.40,Left-hand bat,3733.2,29.77,58.3,3.06,rfm,
KC,Brathwaite,18,36.96,2881,41.06,Right-hand bat,8.4,52.00,52.0,6.00,rob,
DS,Smith,37,25.01,3368,46.79,Left-hand bat,1.0,-,-,3.00,rob,
DM,Bravo,33,42.78,5044,46.64,Left-hand bat,1.0,-,-,2.00,rm,
MN,Samuels,56,35.55,6763,48.89,Right-hand bat,618.3,57.70,100.2,3.45,rob,
S,Chanderpaul,162,52.13,27291,43.36,Left-hand bat,290.0,98.11,193.3,3.04,rls,
J,Blackwood,6,48.25,719,53.68,Right-hand bat,23.3,42.00,70.5,3.57,rob,
D,Ramdin,65,26.83,5163,49.89,Right-hand bat,-,-,-,-,-,
JO,Holder,4,39.16,400,58.75,Right-hand bat,113.0,41.37,84.7,2.92,rmf,
KAJ,Roach,30,9.43,1049,33.26,Right-hand bat,982.5,26.12,49.9,3.13,rfm,
JE,Taylor,38,14.55,1220,62.04,Right-hand bat,1116.1,35.62,62.0,3.44,rf,
SJ,Benn,26,14.29,802,60.59,Left-hand bat,1220.1,39.10,84.1,2.78,lo,
