Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
G,Gambhir,51,44.36,7335,52.01,Left-hand bat,-,-,-,-,rls,
V,Sehwag,99,50.89,10246,82.45,Right-hand bat,621.5,47.35,93.2,3.04,rob,
CA,Pujara,6,71.25,1074,53.07,Right-hand bat,-,-,-,-,rls,
SR,Tendulkar,191,54.93,,,Right-hand bat,697.4,54.64,93.0,3.52,-,
V,Kohli,11,40.88,1500,49.06,Right-hand bat,11.0,-,-,3.18,rm,
Yuvraj,Singh,38,35.55,3194,57.88,Left-hand bat,149.1,58.88,99.4,3.55,lo,
MS,Dhoni,70,38.11,6190,59.72,Right-hand bat,13.0,-,-,4.46,rm,
R,Ashwin,9,37.60,534,70.41,Right-hand bat,497.2,28.22,56.3,3.00,rob,
Z,Khan,86,12.12,2192,51.45,Right-hand bat,2889.2,32.02,58.9,3.25,lfm,
PP,Ojha,17,14.80,383,19.32,Left-hand bat,942.4,30.38,67.3,2.70,lo,
AN,Cook,84,48.71,14138,47.89,Left-hand bat,1.0,-,-,1.00,-,
NRD,Compton,1,23.00,181,25.41,Right-hand bat,-,-,-,-,rob,
JM,Anderson,74,11.19,1836,37.79,Left-hand bat,2726.1,30.59,59.0,3.10,rfm,
IJL,Trott,35,48.96,5673,47.47,Right-hand bat,96.0,113.00,192.0,3.53,rm,
KP,Pietersen,89,48.93,11230,63.17,Right-hand bat,214.3,86.90,128.7,4.05,rob,
IR,Bell,81,46.24,10842,51.18,Right-hand bat,18.0,76.00,108.0,4.22,rm,
SR,Patel,3,10.00,168,29.76,Right-hand bat,96.0,60.50,144.0,2.52,lo,
MJ,Prior,59,43.33,5058,63.40,Right-hand bat,-,-,-,-,-,
TT,Bresnan,17,33.69,1045,41.91,Right-hand bat,599.3,31.33,63.1,2.97,rmf,
SCJ,Broad,51,26.32,2484,64.65,Left-hand bat,1792.0,31.58,62.5,3.03,rfm,
GP,Swann,47,22.87,1386,79.22,Right-hand bat,1990.5,29.65,60.3,2.94,rob,
UT,Yadav,9,6.00,108,33.33,Right-hand bat,247.3,32.50,46.4,4.20,rf,
