Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
W,Jaffer,7,20.07,571,45.70,Right-hand bat,11.0,9.00,33.0,1.63,rob,
V,Sehwag,7,52.60,801,65.66,Right-hand bat,29.0,98.00,174.0,3.37,rob,
R,Dravid,62,51.77,12333,40.29,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,98,57.04,,,Right-hand bat,371.0,43.74,82.4,3.18,-,
SC,Ganguly,60,42.23,8109,47.39,Left-hand bat,337.2,49.43,88.0,3.37,rm,
VVS,Laxman,37,41.83,4495,52.12,Right-hand bat,42.0,100.00,252.0,2.38,rob,
AB,Agarkar,13,15.89,599,50.41,Right-hand bat,430.3,42.96,83.3,3.09,rf,
PA,Patel,1,19.00,68,27.94,Left-hand bat,-,-,-,-,-,
Harbhajan,Singh,26,12.75,546,67.76,Right-hand bat,1158.1,28.78,63.1,2.73,rob,
Z,Khan,18,10.09,429,49.41,Right-hand bat,588.2,39.40,72.0,3.28,lfm,
A,Nehra,10,5.44,188,26.06,Right-hand bat,375.4,39.12,72.7,3.22,lmf,
RWT,Key,1,17.00,50,34.00,Right-hand bat,-,-,-,-,rob,
MP,Vaughan,21,42.18,2875,48.41,Right-hand bat,77.0,91.00,154.0,3.54,rob,
MA,Butcher,43,32.97,6005,42.28,Left-hand bat,93.2,30.80,56.0,3.30,rm,
N,Hussain,74,36.77,10832,40.05,Right-hand bat,5.0,-,-,3.00,rls,
JP,Crawley,32,35.26,3978,39.89,Right-hand bat,-,-,-,-,rm,
AJ,Stewart,120,39.64,16006,48.55,Right-hand bat,3.2,-,-,3.90,rm,
A,Flintoff,20,20.74,944,68.11,Right-hand bat,514.5,46.50,96.5,2.89,rfm,
C,White,26,24.94,2097,42.82,Right-hand bat,537.4,37.51,71.6,3.13,-,
DG,Cork,36,17.27,1980,41.01,Right-hand bat,1257.4,29.53,58.0,3.05,rfm,
MJ,Hoggard,13,10.33,356,26.12,Right-hand bat,514.1,29.08,53.1,3.28,rfm,
SJ,Harmison,1,3.00,19,15.78,Right-hand bat,49.0,24.00,58.8,2.44,rfm,
