Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
DD,Ebrahim,27,23.66,2974,39.77,Right-hand bat,-,-,-,-,rm,
BRM,Taylor,8,24.81,862,46.05,Right-hand bat,7.0,-,-,5.42,rob,
SV,Carlisle,37,26.91,4332,37.28,Right-hand bat,-,-,-,-,rm,
H,Masakadza,13,26.84,1561,42.98,Right-hand bat,21.0,19.50,63.0,1.85,rm,
CB,Wishart,27,22.40,2419,45.39,Right-hand bat,-,-,-,-,rob,
T,Taibu,22,28.72,2860,40.17,Right-hand bat,8.0,27.00,48.0,3.37,rm,
HH,Streak,63,22.83,5220,37.18,Right-hand bat,2201.5,28.16,62.9,2.68,rfm,
KM,Dabengwa,1,10.50,43,48.83,Left-hand bat,25.0,43.50,75.0,3.48,lo,
NB,Mahwire,8,16.12,290,44.48,Right-hand bat,162.0,60.66,81.0,4.49,rfm,
AG,Cremer,6,2.63,194,14.94,Right-hand bat,145.0,45.76,66.9,4.10,rls,
CB,Mpofu,6,2.83,100,17.00,Right-hand bat,138.2,69.50,103.7,4.01,rfm,
JAH,Marshall,5,23.71,424,39.15,Right-hand bat,-,-,-,-,rm,
L,Vincent,22,35.00,2759,46.93,Right-hand bat,1.0,-,-,2.00,rm,
HJH,Marshall,9,48.58,1195,48.78,Right-hand bat,1.0,-,-,4.00,rm,
SP,Fleming,96,39.03,13692,44.18,Left-hand bat,-,-,-,-,-,
NJ,Astle,73,38.47,8876,49.41,Right-hand bat,885.0,43.82,115.4,2.27,rm,
SB,Styris,21,38.93,2577,49.86,Right-hand bat,279.3,54.62,104.8,3.12,rm,
BB,McCullum,17,35.72,1468,60.83,Right-hand bat,-,-,-,-,-,
DL,Vettori,64,24.09,3471,53.44,Left-hand bat,2672.5,34.49,77.4,2.67,lo,
JEC,Franklin,13,15.33,606,37.95,Left-hand bat,351.4,27.10,44.8,3.62,lm,
SE,Bond,12,17.00,193,52.84,Right-hand bat,348.3,20.80,37.3,3.34,rf,
CS,Martin,25,2.70,233,19.74,Right-hand bat,785.0,34.52,57.4,3.60,rfm,
