Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,Barath,9,28.11,905,52.81,Right-hand bat,1.0,-,-,4.00,rob,
KC,Brathwaite,6,24.33,865,33.75,Right-hand bat,7.4,50.00,46.0,6.52,rob,
KA,Edwards,6,54.09,1278,46.55,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,13,52.50,2385,48.42,Left-hand bat,-,-,-,-,rm,
KOA,Powell,4,24.62,455,43.29,Left-hand bat,-,-,-,-,-,
MN,Samuels,37,29.41,3964,46.01,Right-hand bat,425.0,74.89,134.2,3.34,rob,
CS,Baugh,18,18.17,1012,52.07,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,21,17.38,961,65.14,Right-hand bat,628.4,30.05,63.9,2.82,rm,
R,Rampaul,13,16.41,510,54.70,Left-hand bat,405.1,34.71,69.4,2.99,rfm,
FH,Edwards,51,6.55,1303,28.16,Right-hand bat,1462.1,37.45,56.9,3.94,rf,
D,Bishoo,10,10.72,262,45.03,Left-hand bat,454.4,36.23,69.9,3.10,rls,
G,Gambhir,44,47.71,6673,52.91,Left-hand bat,-,-,-,-,rls,
V,Sehwag,92,52.15,9717,82.12,Right-hand bat,570.3,44.41,87.7,3.03,rob,
R,Dravid,160,53.22,30707,42.64,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,184,56.02,,,Right-hand bat,695.4,54.33,92.7,3.51,-,
VVS,Laxman,130,47.13,17395,49.58,Right-hand bat,54.0,63.00,162.0,2.33,rob,
V,Kohli,4,27.28,451,42.35,Right-hand bat,2.0,-,-,4.50,rm,
MS,Dhoni,64,38.28,5674,60.04,Right-hand bat,13.0,-,-,4.46,rm,
R,Ashwin,3,40.33,163,74.23,Right-hand bat,170.0,22.90,46.3,2.96,rob,
I,Sharma,41,10.94,1303,29.39,Right-hand bat,1347.0,35.82,63.1,3.40,rfm,
VR,Aaron,1,6.00,19,31.57,Right-hand bat,32.0,43.00,64.0,4.03,rf,
PP,Ojha,14,17.50,342,20.46,Left-hand bat,767.1,34.62,74.2,2.79,lo,
