Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Ganga,48,25.71,5556,38.87,Right-hand bat,31.0,106.00,186.0,3.41,rob,
BA,Parchment,1,15.50,74,41.89,Right-hand bat,-,-,-,-,rob,
RS,Morton,13,21.86,980,49.08,Right-hand bat,11.0,-,-,4.54,-,
MN,Samuels,27,30.64,3080,44.77,Right-hand bat,266.0,127.00,228.0,3.34,rob,
S,Chanderpaul,107,47.31,17244,43.08,Left-hand bat,280.0,105.62,210.0,3.01,rls,
DJ,Bravo,26,32.46,3129,48.76,Right-hand bat,666.1,39.18,72.6,3.23,rm,
D,Ramdin,22,23.22,1751,46.43,Right-hand bat,-,-,-,-,-,
DJG,Sammy,3,18.66,222,50.45,Right-hand bat,74.3,23.70,44.7,3.18,rm,
JE,Taylor,16,12.09,503,52.88,Right-hand bat,460.4,38.06,62.8,3.63,rf,
DBL,Powell,25,6.45,729,32.78,Right-hand bat,826.3,45.33,78.7,3.45,rfm,
FH,Edwards,30,4.18,654,24.31,Right-hand bat,820.2,44.41,65.6,4.06,rf,
GC,Smith,61,47.00,7996,60.55,Left-hand bat,219.5,100.12,164.8,3.64,rob,
HH,Gibbs,90,41.95,12270,50.26,Right-hand bat,1.0,-,-,4.00,-,
HM,Amla,20,33.71,2581,45.71,Right-hand bat,5.0,-,-,4.40,-,
JH,Kallis,114,58.11,21359,44.07,Right-hand bat,2504.5,31.32,67.0,2.80,rfm,
AG,Prince,36,44.25,5315,42.46,Left-hand bat,13.0,31.00,78.0,2.38,rob,
AB,de Villiers,35,37.30,4080,53.94,Right-hand bat,33.0,49.50,99.0,3.00,rm,
MV,Boucher,109,30.10,8050,50.48,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,108,32.31,7198,52.52,Right-hand bat,4058.5,23.11,57.8,2.39,rfm,
A,Nel,34,10.31,714,46.21,Right-hand bat,1210.2,31.22,61.0,3.07,rfm,
DW,Steyn,18,10.41,382,46.33,Right-hand bat,569.1,23.21,37.5,3.71,rf,
M,Ntini,82,9.88,1166,53.43,Right-hand bat,2857.1,28.00,52.1,3.22,rf,
