Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,25,35.26,3270,49.60,Left-hand bat,2.0,-,-,2.50,rm,
BKG,Mendis,3,30.50,394,46.44,Right-hand bat,-,-,-,-,-,
MDUS,Jayasundera,2,7.50,77,38.96,Left-hand bat,7.0,-,-,6.42,rls,
LD,Chandimal,25,45.87,3216,57.05,Right-hand bat,-,-,-,-,rob,
AD,Mathews,56,50.18,8079,49.69,Right-hand bat,535.0,49.56,107.0,2.77,rm,
TAM,Siriwardana,4,37.57,377,69.76,Left-hand bat,53.3,23.12,40.1,3.45,lo,
KDK,Vithanage,10,26.42,484,76.44,Left-hand bat,29.0,133.00,174.0,4.58,rls,
HMRKB,Herath,67,13.62,2128,49.29,Left-hand bat,3187.2,29.87,64.3,2.78,lo,
PVD,Chameera,4,6.66,137,29.19,Right-hand bat,126.5,28.27,42.2,4.01,rf,
RAS,Lakmal,26,8.16,509,38.50,Right-hand bat,795.2,49.16,88.3,3.33,rfm,
N,Pradeep,17,3.94,222,33.78,Right-hand bat,530.3,46.50,75.7,3.68,rfm,
MJ,Guptill,38,30.45,4851,45.20,Right-hand bat,58.2,53.00,70.0,4.54,rob,
TWM,Latham,16,39.33,2622,45.00,Left-hand bat,-,-,-,-,rm,
KS,Williamson,46,49.93,8052,48.37,Right-hand bat,318.3,38.39,68.2,3.37,rob,
LRPL,Taylor,69,45.49,8928,58.60,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,99,38.48,9845,63.71,Right-hand bat,25.1,85.00,151.0,3.37,-,
MJ,Santner,3,26.00,270,48.14,Left-hand bat,68.1,31.00,68.1,2.72,lo,
BJ,Watling,36,37.71,4510,43.48,Right-hand bat,-,-,-,-,-,
DAJ,Bracewell,24,13.54,1097,45.67,Right-hand bat,744.2,37.29,66.6,3.35,rfm,
TG,Southee,46,17.00,1332,86.78,Right-hand bat,1683.2,31.47,61.9,3.04,rmf,
N,Wagner,18,11.78,575,38.95,Left-hand bat,646.4,33.34,57.9,3.45,lmf,
TA,Boult,37,15.68,734,53.40,Right-hand bat,1344.4,28.28,56.8,2.98,lfm,
