Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MG,Vandort,17,42.32,2149,49.23,Left-hand bat,-,-,-,-,rm,
SM,Warnapura,5,59.14,702,58.97,Left-hand bat,-,-,-,-,rob,
KC,Sangakkara,74,54.81,10961,56.00,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,96,52.51,14470,52.61,Right-hand bat,78.2,58.00,117.5,2.96,rm,
TT,Samaraweera,43,43.50,5646,43.14,Right-hand bat,215.1,48.50,92.2,3.15,rob,
TM,Dilshan,46,39.23,4226,58.49,Right-hand bat,109.0,44.00,93.4,2.82,rob,
HAPW,Jayawardene,19,26.95,1206,44.69,Right-hand bat,-,-,-,-,-,
WPUJC,Vaas,105,24.38,6735,43.80,Left-hand bat,3728.2,29.24,65.2,2.69,lfm,
G,Gambhir,15,33.65,1317,58.76,Left-hand bat,-,-,-,-,rls,
V,Sehwag,58,51.06,6325,76.69,Right-hand bat,293.1,37.00,73.2,3.02,rob,
R,Dravid,123,54.41,24140,41.93,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,148,54.98,,,Right-hand bat,643.4,52.66,91.9,3.43,-,
SC,Ganguly,107,42.35,13253,51.45,Left-hand bat,516.2,52.06,96.8,3.22,rm,
VVS,Laxman,94,43.74,11907,49.23,Right-hand bat,54.0,63.00,162.0,2.33,rob,
KD,Karthik,20,30.32,1891,49.70,Right-hand bat,-,-,-,-,-,
A,Kumble,128,18.07,6288,38.80,Right-hand bat,6612.0,29.25,65.2,2.69,rls,
Harbhajan,Singh,67,15.56,1799,64.86,Right-hand bat,3049.4,31.35,66.0,2.84,rob,
Z,Khan,54,11.79,1250,50.96,Right-hand bat,1772.0,34.11,61.8,3.31,lfm,
I,Sharma,7,37.50,208,36.05,Right-hand bat,208.4,39.15,65.8,3.56,rfm,
KMDN,Kulasekara,5,16.42,233,49.35,Right-hand bat,122.0,73.80,146.4,3.02,rfm,
BAW,Mendis,1,-,-,-,Right-hand bat,45.5,16.50,34.3,2.88,rob,
M,Muralitharan,121,11.56,1663,69.51,Right-hand bat,6714.3,21.77,54.0,2.41,rob,
