Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,31,51.96,4359,60.79,Left-hand bat,92.5,63.60,111.4,3.42,rob,
HH,Gibbs,62,47.28,9362,51.01,Right-hand bat,-,-,-,-,-,
JA,Rudolph,21,43.81,3266,44.27,Left-hand bat,81.0,73.50,121.5,3.62,rls,
JH,Kallis,85,55.46,15720,42.34,Right-hand bat,1902.0,31.23,68.3,2.74,rfm,
HH,Dippenaar,30,31.02,3391,40.25,Right-hand bat,-,-,-,-,rob,
HM,Amla,3,10.33,174,35.63,Right-hand bat,-,-,-,-,-,
AB,de Villiers,3,27.80,230,60.43,Right-hand bat,-,-,-,-,rm,
SM,Pollock,90,32.12,6213,50.15,Right-hand bat,3425.2,21.86,56.1,2.33,rfm,
N,Boje,27,23.50,1773,45.06,Left-hand bat,917.4,33.03,70.5,2.80,lo,
M,Ntini,52,10.05,718,53.20,Right-hand bat,1807.1,29.90,57.3,3.12,rf,
CK,Langeveldt,1,-,10,50.00,Right-hand bat,33.0,19.20,39.6,2.90,rfm,
ME,Trescothick,57,42.49,7936,53.01,Left-hand bat,45.0,144.00,270.0,3.20,rm,
AJ,Strauss,10,58.61,2120,49.76,Left-hand bat,-,-,-,-,lm,
RWT,Key,13,31.57,1406,47.15,Right-hand bat,-,-,-,-,rob,
MP,Vaughan,53,43.38,7523,51.32,Right-hand bat,151.0,86.00,151.0,3.41,rob,
GP,Thorpe,96,44.49,14200,46.06,Left-hand bat,23.0,-,-,1.60,rm,
MJ,Hoggard,36,9.92,1156,23.18,Right-hand bat,1280.2,32.18,59.5,3.24,rfm,
A,Flintoff,43,32.40,3162,67.64,Right-hand bat,1239.4,35.66,73.6,2.90,rfm,
GO,Jones,11,33.93,850,59.88,Right-hand bat,-,-,-,-,-,
AF,Giles,43,20.13,2318,44.30,Right-hand bat,1682.5,37.16,81.4,2.73,lo,
SP,Jones,11,12.63,280,49.64,Left-hand bat,298.4,34.16,57.8,3.54,rfm,
SJ,Harmison,26,9.92,440,56.36,Right-hand bat,988.2,27.11,54.4,2.98,rfm,
