Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,24,38.00,2906,60.15,Left-hand bat,4.0,-,-,2.50,-,
Nazimuddin,,2,30.25,313,38.65,Right-hand bat,-,-,-,-,rm,
Shahriar,Nafees,21,26.80,2063,54.58,Left-hand bat,-,-,-,-,-,
Mahmudullah,,12,30.18,1173,56.60,Right-hand bat,286.5,40.54,71.7,3.39,rob,
Nasir,Hossain,4,29.85,448,46.65,Right-hand bat,70.0,59.33,140.0,2.54,rob,
Shakib,Al Hasan,26,34.68,2790,58.42,Left-hand bat,1063.3,31.36,66.4,2.83,lo,
Mushfiqur,Rahim,28,29.01,3341,44.29,Right-hand bat,-,-,-,-,-,
Elias,Sunny,3,9.50,139,27.33,Left-hand bat,103.5,29.41,51.9,3.39,lo,
Shahadat,Hossain,33,10.20,1002,45.80,Right-hand bat,805.2,49.79,71.0,4.20,rmf,
Nazmul,Hossain,2,8.00,21,76.19,Right-hand bat,54.5,38.80,65.8,3.53,rmf,
Robiul,Islam,3,5.25,31,67.74,Right-hand bat,90.0,89.75,135.0,3.98,rfm,
Mohammad,Hafeez,23,36.35,2714,53.57,Right-hand bat,332.0,39.00,94.8,2.46,rob,
Taufeeq,Umar,37,40.86,6127,44.01,Left-hand bat,13.0,-,-,3.38,rob,
Azhar,Ali,18,42.00,3193,39.46,Right-hand bat,11.0,44.00,66.0,4.00,rls,
Younis,Khan,73,53.03,11646,53.28,Right-hand bat,111.0,58.57,95.1,3.69,-,
Misbah-ul-Haq,,31,46.34,4885,40.79,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,10,39.16,1187,39.59,Right-hand bat,-,-,-,-,rob,
Adnan,Akmal,10,29.75,460,51.73,Right-hand bat,-,-,-,-,-,
Abdur,Rehman,12,18.54,544,37.50,Left-hand bat,677.0,30.98,72.5,2.56,lo,
Umar,Gul,40,10.93,996,51.60,Right-hand bat,1402.5,33.24,57.6,3.46,rfm,
Saeed,Ajmal,17,13.21,439,42.14,Right-hand bat,944.5,30.16,68.3,2.65,rob,
Aizaz,Cheema,4,-,8,12.50,Right-hand bat,146.4,24.78,46.3,3.21,rmf,
