Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
W,Jaffer,15,32.00,1976,45.34,Right-hand bat,11.0,9.00,33.0,1.63,rob,
V,Sehwag,50,51.28,5420,75.70,Right-hand bat,198.4,52.33,99.3,3.16,rob,
R,Dravid,105,58.21,21514,42.21,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,133,55.11,,,Right-hand bat,555.0,51.16,90.0,3.41,-,
VVS,Laxman,78,42.84,9796,48.98,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,89,41.06,10839,48.86,Left-hand bat,420.2,55.00,97.0,3.40,rm,
MS,Dhoni,14,29.76,871,71.75,Right-hand bat,1.0,-,-,13.00,rm,
A,Kumble,111,17.66,5280,38.48,Right-hand bat,5837.0,28.59,65.0,2.63,rls,
Z,Khan,43,13.19,1011,54.79,Right-hand bat,1359.4,35.78,64.7,3.31,lfm,
S,Sreesanth,6,16.20,147,55.10,Right-hand bat,204.5,24.62,45.5,3.24,rfm,
VRV,Singh,3,14.00,31,135.48,Right-hand bat,68.1,77.66,136.3,3.41,rmf,
GC,Smith,49,48.22,6541,59.71,Left-hand bat,210.5,93.75,158.1,3.55,rob,
HH,Gibbs,80,43.72,11397,50.25,Right-hand bat,1.0,-,-,4.00,-,
HM,Amla,8,25.40,813,46.86,Right-hand bat,1.0,-,-,4.00,-,
JH,Kallis,103,55.28,18841,42.84,Right-hand bat,2290.5,31.87,68.0,2.81,rfm,
AG,Prince,24,39.28,3339,41.17,Left-hand bat,13.0,31.00,78.0,2.38,rob,
AB,de Villiers,23,39.75,3035,53.70,Right-hand bat,33.0,49.50,99.0,3.00,rm,
MV,Boucher,97,29.83,7142,50.54,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,103,31.78,6818,52.21,Right-hand bat,3895.5,23.19,58.1,2.39,rfm,
A,Nel,24,7.71,420,38.57,Right-hand bat,864.2,29.61,58.9,3.01,rfm,
M,Ntini,70,10.17,1050,55.23,Right-hand bat,2466.3,28.16,52.8,3.19,rf,
DW,Steyn,9,8.44,229,33.18,Right-hand bat,282.0,35.93,52.8,4.07,rf,
