Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
PG,Fulton,19,30.43,2250,40.57,Right-hand bat,-,-,-,-,rm,
HD,Rutherford,9,33.33,788,63.45,Left-hand bat,-,-,-,-,lo,
KS,Williamson,28,35.00,4028,41.70,Right-hand bat,259.1,39.13,70.6,3.32,rob,
LRPL,Taylor,52,46.52,6910,57.90,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,81,35.39,7667,60.93,Right-hand bat,6.0,-,-,3.00,-,
CJ,Anderson,4,36.60,311,58.84,Left-hand bat,63.0,20.57,54.0,2.28,lmf,
BJ,Watling,18,36.00,2043,45.81,Right-hand bat,-,-,-,-,-,
TG,Southee,28,18.80,884,85.06,Right-hand bat,973.0,32.81,62.1,3.17,rmf,
IS,Sodhi,4,35.75,190,75.26,Right-hand bat,139.1,50.10,83.5,3.60,rls,
N,Wagner,11,12.58,404,37.37,Left-hand bat,405.0,38.30,67.5,3.40,lmf,
TA,Boult,19,19.46,433,58.42,Right-hand bat,625.5,26.92,56.0,2.88,lfm,
KA,Edwards,11,38.76,1705,47.74,Right-hand bat,4.0,-,-,4.75,rob,
KOA,Powell,19,29.08,2022,50.34,Left-hand bat,-,-,-,-,-,
DM,Bravo,27,44.68,4295,46.82,Left-hand bat,-,-,-,-,rm,
MN,Samuels,50,36.28,6094,48.81,Right-hand bat,530.3,52.14,93.6,3.34,rob,
S,Chanderpaul,152,51.52,25651,43.18,Left-hand bat,290.0,98.11,193.3,3.04,rls,
N,Deonarine,17,27.30,1692,41.96,Left-hand bat,245.5,29.08,61.4,2.83,rob,
D,Ramdin,55,26.37,4335,48.67,Right-hand bat,-,-,-,-,-,
DJG,Sammy,37,21.96,1904,68.06,Right-hand bat,1003.5,36.01,74.3,2.90,rm,
S,Shillingford,14,8.36,435,36.55,Right-hand bat,691.5,32.32,63.8,3.03,rob,
TL,Best,24,12.53,660,56.96,Right-hand bat,598.2,39.39,64.1,3.68,rf,
ST,Gabriel,6,2.00,66,21.21,Right-hand bat,133.1,38.84,61.4,3.79,rf,
