Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,7,25.38,635,51.96,Left-hand bat,14.0,69.00,84.0,4.92,rob,
TM,Dilshan,57,43.03,5390,63.87,Right-hand bat,146.2,33.30,67.5,2.95,rob,
KC,Sangakkara,85,55.36,13063,55.94,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,107,53.33,16659,52.50,Right-hand bat,91.1,48.66,91.1,3.20,rm,
TT,Samaraweera,54,51.87,7974,47.49,Right-hand bat,215.1,48.50,92.2,3.15,rob,
CK,Kapugedera,8,34.83,786,53.18,Right-hand bat,2.0,-,-,4.50,rm,
HAPW,Jayawardene,27,24.90,1635,45.68,Right-hand bat,-,-,-,-,-,
KTGD,Prasad,3,15.00,86,52.32,Right-hand bat,87.2,36.81,47.6,4.63,rfm,
HMRKB,Herath,18,9.42,504,35.51,Left-hand bat,703.4,34.42,71.5,2.88,lo,
M,Muralitharan,129,11.45,1717,70.06,Right-hand bat,7126.2,22.21,54.6,2.44,rob,
T,Thushara,9,8.18,197,45.68,Left-hand bat,257.0,34.32,55.0,3.73,lfm,
TG,McIntosh,7,28.16,953,35.46,Left-hand bat,-,-,-,-,-,
MJ,Guptill,5,26.77,414,58.21,Right-hand bat,-,-,-,-,rob,
DR,Flynn,13,33.00,1541,40.68,Left-hand bat,-,-,-,-,-,
LRPL,Taylor,19,39.50,2277,58.98,Right-hand bat,5.2,-,-,2.62,rob,
JD,Ryder,11,49.88,1618,55.50,Left-hand bat,63.0,53.00,94.5,3.36,rm,
JS,Patel,9,13.10,301,43.52,Right-hand bat,426.0,39.06,77.4,3.02,rob,
BB,McCullum,46,31.70,3646,62.61,Right-hand bat,-,-,-,-,-,
JDP,Oram,33,36.32,3533,50.38,Left-hand bat,827.2,33.05,82.7,2.39,rfm,
DL,Vettori,94,29.59,6170,56.59,Left-hand bat,3854.1,33.51,76.3,2.63,lo,
IE,O'Brien,19,6.08,450,33.77,Right-hand bat,588.5,34.15,60.9,3.36,rfm,
CS,Martin,50,2.34,425,19.29,Right-hand bat,1628.5,33.78,59.2,3.42,rfm,
