Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SM,Warnapura,11,42.52,1247,57.97,Left-hand bat,9.0,-,-,4.44,rob,
NT,Paranavitana,2,10.00,51,58.82,Left-hand bat,5.0,-,-,6.60,rob,
KC,Sangakkara,80,54.99,12105,55.87,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,102,53.23,15700,52.55,Right-hand bat,85.1,54.60,102.2,3.20,rm,
TT,Samaraweera,49,51.07,7054,46.34,Right-hand bat,215.1,48.50,92.2,3.15,rob,
TM,Dilshan,52,41.80,4917,62.07,Right-hand bat,137.2,36.90,74.9,2.95,rob,
HAPW,Jayawardene,25,24.75,1576,43.97,Right-hand bat,-,-,-,-,-,
T,Thushara,4,8.42,137,43.06,Left-hand bat,84.5,44.37,63.6,4.18,lfm,
M,Muralitharan,127,11.32,1693,69.58,Right-hand bat,7003.2,22.18,54.5,2.43,rob,
BAW,Mendis,6,6.25,39,64.10,Right-hand bat,273.1,23.05,48.2,2.87,rob,
CRD,Fernando,33,7.33,625,31.68,Right-hand bat,854.2,34.90,58.2,3.59,rfm,
Khurram,Manzoor,2,86.00,169,50.88,Right-hand bat,-,-,-,-,rob,
Salman,Butt,21,29.42,2374,47.09,Left-hand bat,22.5,106.00,137.0,4.64,rob,
Younis,Khan,60,51.80,9526,53.84,Right-hand bat,53.0,109.00,159.0,4.11,-,
Shoaib,Malik,23,36.51,2678,42.27,Right-hand bat,316.1,72.93,126.4,3.46,rob,
Misbah-ul-Haq,,12,41.94,1832,38.91,Right-hand bat,-,-,-,-,rls,
Faisal,Iqbal,23,26.50,2118,45.04,Right-hand bat,1.0,-,-,7.00,rob,
Kamran,Akmal,40,34.45,3379,62.20,Right-hand bat,-,-,-,-,-,
Yasir,Arafat,3,47.00,201,46.76,Right-hand bat,104.3,48.66,69.6,4.19,rfm,
Mohammad,Talha,1,-,-,-,Right-hand bat,17.0,88.00,102.0,5.17,rmf,
Umar,Gul,18,7.55,357,38.09,Right-hand bat,672.0,31.34,53.0,3.54,rfm,
Danish,Kaneria,53,6.84,545,47.70,Right-hand bat,2601.2,34.87,69.3,3.01,rls,
