Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,48,44.85,6853,49.08,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,27,47.55,3561,57.42,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,53,43.78,5856,54.57,Right-hand bat,63.5,40.00,95.7,2.50,rm,
ME,Waugh,122,42.51,14941,52.07,Right-hand bat,768.0,40.00,80.8,2.96,-,
SR,Waugh,145,50.82,19874,47.82,Right-hand bat,1195.5,35.74,80.6,2.66,rm,
DR,Martyn,22,54.34,2581,54.74,Right-hand bat,23.0,60.00,138.0,2.60,rm,
AC,Gilchrist,28,51.12,2172,77.67,Left-hand bat,-,-,-,-,rob,
SK,Warne,98,16.08,3641,53.88,Right-hand bat,4562.2,26.72,63.6,2.51,rls,
B,Lee,18,25.50,686,52.04,Right-hand bat,555.3,24.82,45.0,3.30,rf,
SCG,MacGill,17,10.85,508,44.88,Right-hand bat,689.5,25.01,50.4,2.97,rls,
GD,McGrath,81,6.63,1041,38.90,Right-hand bat,3247.4,22.00,51.6,2.55,rfm,
HH,Gibbs,35,39.71,5049,44.84,Right-hand bat,-,-,-,-,-,
G,Kirsten,80,42.14,13223,41.43,Left-hand bat,56.1,70.50,168.5,2.51,rob,
HH,Dippenaar,14,23.14,1189,40.87,Right-hand bat,-,-,-,-,rob,
JH,Kallis,57,47.93,9894,38.27,Right-hand bat,1242.5,29.66,70.3,2.53,rfm,
ND,McKenzie,21,36.50,2915,40.06,Right-hand bat,1.0,-,-,4.00,rm,
JL,Ontong,1,20.50,92,44.56,Right-hand bat,2.0,-,-,5.00,rob,
MV,Boucher,49,29.44,3450,50.34,Right-hand bat,-,-,-,-,rm,
SM,Pollock,63,31.57,4575,49.00,Right-hand bat,2357.3,20.72,54.1,2.29,rfm,
N,Boje,18,23.34,1338,40.13,Left-hand bat,543.3,27.06,67.9,2.39,lo,
CW,Henderson,5,9.28,202,32.17,Right-hand bat,284.1,43.84,89.7,2.93,lo,
AA,Donald,71,10.81,1844,35.19,Right-hand bat,2571.1,22.10,46.8,2.82,rf,
