Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SR,Watson,27,41.55,3880,50.33,Right-hand bat,433.3,31.41,60.4,3.11,rfm,
PJ,Hughes,10,39.55,1248,57.05,Left-hand bat,-,-,-,-,-,
UT,Khawaja,1,29.00,168,34.52,Left-hand bat,-,-,-,-,rm,
MJ,Clarke,69,46.49,8962,52.91,Right-hand bat,284.0,39.14,81.1,2.89,lo,
MEK,Hussey,59,51.09,9589,48.49,Left-hand bat,31.0,52.50,93.0,3.38,rm,
BJ,Haddin,32,39.68,3243,58.74,Right-hand bat,-,-,-,-,-,
SPD,Smith,5,28.77,456,56.79,Right-hand bat,62.0,73.33,124.0,3.54,rls,
MG,Johnson,42,22.15,1929,59.72,Left-hand bat,1614.5,29.71,53.5,3.33,lf,
PM,Siddle,22,17.08,803,51.05,Right-hand bat,774.2,32.10,62.7,3.06,rfm,
BW,Hilfenhaus,17,15.12,438,55.25,Right-hand bat,630.3,34.65,68.7,3.02,rfm,
MA,Beer,1,4.00,26,15.38,Right-hand bat,38.0,112.00,228.0,2.94,lo,
AJ,Strauss,82,43.14,12116,50.21,Left-hand bat,-,-,-,-,lm,
AN,Cook,65,47.50,10466,49.01,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,18,61.53,3320,48.19,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,71,48.42,9084,62.37,Right-hand bat,145.3,116.80,174.6,4.01,rob,
JM,Anderson,57,11.64,1481,35.38,Left-hand bat,2009.2,31.10,56.8,3.28,rfm,
PD,Collingwood,68,40.56,9170,46.44,Right-hand bat,317.3,59.88,112.0,3.20,rm,
IR,Bell,62,44.12,8283,50.60,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MJ,Prior,40,42.96,3356,64.00,Right-hand bat,-,-,-,-,-,
TT,Bresnan,7,32.80,462,35.49,Right-hand bat,247.0,28.28,59.2,2.86,rmf,
GP,Swann,29,24.70,899,82.42,Right-hand bat,1238.3,28.10,58.0,2.90,rob,
CT,Tremlett,6,9.85,166,41.56,Right-hand bat,265.4,26.10,53.1,2.94,rmf,
