Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,17,29.57,1730,47.86,Left-hand bat,67.2,25.85,57.7,2.68,rob,
SC,Williams,29,24.02,2241,49.30,Right-hand bat,3.0,-,-,6.33,rm,
RR,Sarwan,18,38.34,2905,38.27,Right-hand bat,5.0,-,-,5.40,rls,
BC,Lara,84,50.14,12101,59.67,Left-hand bat,10.0,-,-,2.80,rls,
CL,Hooper,93,36.47,10392,50.54,Right-hand bat,2098.1,50.29,122.2,2.46,rob,
S,Chanderpaul,52,39.92,7538,40.78,Left-hand bat,231.0,116.16,231.0,3.01,rls,
JR,Murray,32,23.51,1658,55.30,Right-hand bat,-,-,-,-,-,
MV,Nagamootoo,3,31.50,228,55.26,Left-hand bat,127.0,48.85,108.8,2.69,rls,
M,Dillon,22,7.17,870,32.18,Right-hand bat,807.1,32.89,62.8,3.13,rfm,
A,Sanford,1,1.00,8,12.50,Right-hand bat,25.0,40.50,75.0,3.24,rfm,
CE,Cuffy,8,4.50,169,26.62,Right-hand bat,282.2,39.04,80.6,2.90,rf,
SS,Das,19,39.83,3074,40.17,Right-hand bat,3.0,-,-,2.33,rm,
D,Dasgupta,8,28.66,1126,30.55,Right-hand bat,-,-,-,-,-,
SC,Ganguly,54,40.90,7033,47.68,Left-hand bat,302.2,44.08,78.8,3.35,rm,
SR,Tendulkar,92,58.72,,,Right-hand bat,326.0,41.24,78.2,3.16,-,
R,Dravid,56,52.62,11095,40.31,Right-hand bat,11.0,-,-,1.90,rob,
VVS,Laxman,31,37.18,3420,52.19,Right-hand bat,25.0,-,-,2.72,rob,
SB,Bangar,4,47.66,309,46.27,Right-hand bat,47.0,125.00,282.0,2.65,rmf,
A,Kumble,69,18.05,3525,37.90,Right-hand bat,3623.3,27.82,68.3,2.44,rls,
Sarandeep,Singh,3,43.00,136,31.61,Right-hand bat,113.0,34.00,67.8,3.00,rob,
J,Srinath,60,13.85,1769,46.97,Right-hand bat,2285.2,29.73,61.7,2.88,rfm,
Z,Khan,12,7.75,204,45.58,Right-hand bat,359.1,40.63,71.8,3.39,lfm,
