Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,40,36.59,6044,42.98,Right-hand bat,193.0,53.58,96.5,3.33,rob,
KOA,Powell,27,26.96,2802,49.07,Left-hand bat,-,-,-,-,-,
KA,Hope,3,6.83,106,38.67,Right-hand bat,-,-,-,-,rob,
SD,Hope,13,31.12,1726,43.27,Right-hand bat,-,-,-,-,-,
RL,Chase,13,38.47,1861,43.41,Right-hand bat,351.1,48.79,87.7,3.33,rob,
J,Blackwood,25,32.07,2203,59.69,Right-hand bat,40.0,82.50,120.0,4.12,rob,
SO,Dowrich,14,23.56,1175,46.12,Right-hand bat,-,-,-,-,-,
JO,Holder,26,28.89,1880,56.86,Right-hand bat,690.4,36.61,84.5,2.59,rmf,
D,Bishoo,26,15.71,1300,38.69,Left-hand bat,1037.2,37.46,69.9,3.21,rls,
KAJ,Roach,40,10.09,1611,33.20,Right-hand bat,1226.4,30.20,55.3,3.27,rfm,
ST,Gabriel,28,5.24,338,38.75,Right-hand bat,720.4,33.97,60.9,3.34,rf,
AN,Cook,147,46.33,24767,46.95,Left-hand bat,3.0,7.00,18.0,2.33,-,
MD,Stoneman,3,30.00,256,46.87,Left-hand bat,-,-,-,-,rob,
T,Westley,5,24.12,453,42.60,Right-hand bat,4.0,-,-,3.00,rob,
JE,Root,60,53.76,9452,56.31,Right-hand bat,242.5,49.26,97.1,3.04,rob,
DJ,Malan,5,23.62,489,38.65,Left-hand bat,1.0,-,-,7.00,rls,
BA,Stokes,39,35.72,3809,63.77,Left-hand bat,955.4,33.93,60.3,3.37,rfm,
JM,Bairstow,45,39.77,5031,56.13,Right-hand bat,-,-,-,-,rm,
MM,Ali,44,34.66,4294,53.28,Left-hand bat,1303.0,37.32,61.0,3.66,rob,
TS,Roland-Jones,4,20.50,118,69.49,Right-hand bat,89.2,19.64,31.5,3.73,rmf,
SCJ,Broad,109,21.04,4300,65.58,Left-hand bat,3727.1,28.81,57.6,2.99,rfm,
JM,Anderson,129,10.18,2716,41.23,Left-hand bat,4709.5,27.39,55.8,2.94,rfm,
