Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ME,Trescothick,20,37.33,2876,46.73,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,14,32.09,1792,39.39,Right-hand bat,29.0,-,-,4.51,rob,
MA,Butcher,36,29.66,4746,41.25,Left-hand bat,76.2,31.37,57.2,3.28,rm,
N,Hussain,67,35.58,9806,39.19,Right-hand bat,5.0,-,-,3.00,rls,
GP,Thorpe,71,42.47,10405,46.13,Left-hand bat,23.0,-,-,1.60,rm,
MR,Ramprakash,50,27.89,6396,36.19,Right-hand bat,149.1,119.25,223.7,3.19,rob,
A,Flintoff,13,18.85,667,59.37,Right-hand bat,257.5,46.46,103.1,2.70,rfm,
JS,Foster,4,22.83,425,32.23,Right-hand bat,-,-,-,-,-,
AF,Giles,11,11.23,468,31.19,Right-hand bat,500.4,36.48,91.0,2.40,lo,
AR,Caddick,51,10.71,2164,34.14,Right-hand bat,1831.0,29.28,57.8,3.03,rfm,
MJ,Hoggard,6,4.50,69,26.08,Right-hand bat,208.4,30.73,54.4,3.38,rfm,
MH,Richardson,15,53.00,2693,43.29,Left-hand bat,10.0,17.00,60.0,1.70,lo,
MJ,Horne,31,30.25,4059,40.99,Right-hand bat,11.0,-,-,2.36,rm,
DL,Vettori,37,17.59,1771,43.70,Left-hand bat,1610.5,33.26,77.3,2.58,lo,
L,Vincent,4,32.16,360,53.61,Right-hand bat,-,-,-,-,rm,
SP,Fleming,66,37.33,9286,42.62,Left-hand bat,-,-,-,-,-,
NJ,Astle,51,39.18,6372,49.19,Right-hand bat,722.5,47.11,127.5,2.21,rm,
CD,McMillan,37,42.87,4243,56.58,Right-hand bat,359.5,45.66,89.9,3.04,rm,
CL,Cairns,55,32.79,5259,54.24,Right-hand bat,1740.5,28.80,53.0,3.25,rfm,
AC,Parore,76,26.26,7200,38.66,Right-hand bat,-,-,-,-,-,
CJ,Drum,3,3.00,59,10.16,Right-hand bat,74.2,24.66,49.5,2.98,rfm,
IG,Butler,1,2.00,17,23.52,Right-hand bat,39.0,39.20,46.8,5.02,rf,
