Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ML,Hayden,102,50.92,14208,60.21,Left-hand bat,9.0,-,-,4.44,rm,
SM,Katich,34,43.03,4612,49.45,Left-hand bat,128.5,36.84,59.4,3.71,lc,
RT,Ponting,127,57.20,18135,58.98,Right-hand bat,89.5,48.40,107.8,2.69,rm,
MEK,Hussey,33,59.04,5724,49.51,Left-hand bat,28.0,100.00,168.0,3.57,rm,
MJ,Clarke,43,48.06,5501,52.42,Right-hand bat,234.4,37.66,78.2,2.88,lo,
A,Symonds,26,40.61,2256,64.80,Right-hand bat,349.0,37.33,87.2,2.56,-,
BJ,Haddin,11,38.77,1352,51.62,Right-hand bat,-,-,-,-,-,
B,Lee,76,20.15,2739,52.97,Right-hand bat,2755.1,30.81,53.3,3.46,rf,
MG,Johnson,17,23.43,679,55.22,Left-hand bat,695.0,28.58,56.3,3.04,lf,
NM,Hauritz,3,6.20,80,38.75,Right-hand bat,120.0,25.92,55.3,2.80,rob,
PM,Siddle,3,13.00,131,39.69,Right-hand bat,133.5,46.55,89.2,3.13,rfm,
GC,Smith,74,50.71,10199,61.16,Left-hand bat,219.5,100.12,164.8,3.64,rob,
ND,McKenzie,55,38.28,7263,42.69,Right-hand bat,15.0,-,-,4.53,rm,
HM,Amla,33,40.79,4445,49.56,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,127,54.95,22609,43.99,Right-hand bat,2754.0,30.98,65.8,2.82,rfm,
AB,de Villiers,48,41.78,5916,52.97,Right-hand bat,33.0,49.50,99.0,3.00,rm,
JP,Duminy,2,108.50,470,46.17,Left-hand bat,-,-,-,-,rob,
MV,Boucher,122,30.22,9069,49.98,Right-hand bat,1.2,6.00,8.0,4.50,rm,
M,Morkel,14,12.86,359,53.76,Left-hand bat,401.1,32.47,52.3,3.72,rf,
PL,Harris,20,11.40,762,32.93,Right-hand bat,656.0,33.45,74.2,2.70,lo,
DW,Steyn,29,12.34,724,44.33,Right-hand bat,941.4,22.66,37.6,3.61,rf,
M,Ntini,95,9.43,1311,49.65,Right-hand bat,3253.2,27.85,51.7,3.22,rf,
