Outcome,Dismissal,Innings,HostCountry,InnBalls,BatTeam,TeamWkts,TeamScore,TeamLead,Batter,BatScore,BatBalls,BatAvg,BatSR,BatArm,BowlTeam,Bowler,BowlBalls,BowlRuns,BowlWkts,BowlAvg,BowlSR,BowlType,SpellBalls,SpellRuns,SpellWkts,TossWin,TossElect,BatTeamTotalRuns,BatTeamTotalWkts,BowlTeamTotalRuns,BowlTeamTotalWkts,Commentary,InnsBalls
0,no,2,AUS,123,AUS,1,65,-79,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, no run, full outside off stump, and he presses forward to defend. But the ball goes past his outside edge",123
0,no,2,AUS,124,AUS,1,65,-79,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, no run, length ball, wide outside off, and he shoulders his arms on this occasion. Dickwella collects from near his chest",124
1w,no,2,AUS,125,AUS,1,65,-79,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, 1 wide, length ball on middle, and the attempted pull goes over his head. Way too high, reckons umpire Erasmus",125
0,no,2,AUS,126,AUS,1,66,-78,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, no run, full and wide outside off, and he checks a drive to cover",126
0,no,2,AUS,127,AUS,1,66,-78,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, no run, length ball, just outside off stump, and he rides the bounce to block from near his face",127
0,no,2,AUS,128,AUS,1,66,-78,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Khawaja, no run, length ball landing on middle stump, but angling across the batsman's body. Left alone once again",128
4,no,2,AUS,129,AUS,1,66,-78,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, FOUR runs, length ball, wide outside off, and he laps a cut-shot off the back foot. Played past the diving point fielder, and after that... it's got four written all over it",129
0,no,2,AUS,130,AUS,1,70,-74,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball on off stump, and he stays on the back foot to block this delivery",130
2,no,2,AUS,131,AUS,1,70,-74,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, 2 runs, length ball, wide outside off, and punched off the back foot to cover",131
0,no,2,AUS,132,AUS,1,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball on off, and angling inwards. Nudged off his pads to the leg side",132
0,no,2,AUS,133,AUS,1,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, full on off, and driven tentatively towards the leg side after stepping forward. Intercepted at midwicket",133
0,no,2,AUS,134,AUS,1,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball, wide outside off stump, and blocked away to the leg side",134
W,out,2,AUS,135,AUS,1,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Khawaja, OUT, fourth time he gets Khawaja! Chopped on, and Australia lose a second wicket just ten minutes before stumps. Not short enough for the cut, not wide enough for the cut, and the in-drifter is inside-edged right onto Khawaja's stumps. Delight for Sri Lanka",135
0,no,2,AUS,136,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, length ball on middle, and padded away to the leg side",136
0,no,2,AUS,137,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full just on off stump, and blocked away to the leg side",137
0,no,2,AUS,138,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, tossed up on leg stump, and worked away to the leg side. Square leg intercepts",138
0,no,2,AUS,139,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full outside leg stump, and padded away. Ball pitching outside leg anyway",139
0,no,2,AUS,140,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full on off stump, and he takes a big stride forward to block",140
0,no,2,AUS,141,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball, wide outside off, and he chooses not to play the cut shot",141
0,no,2,AUS,142,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, full outside off stump, and Harris presses forward before shouldering his arms. Through to Dickwella",142
0,no,2,AUS,143,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball on middle and leg stump. Defended off the back foot to the bowler",143
0,no,2,AUS,144,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, ",144
0,no,2,AUS,145,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, length ball, wide outside off, and he allows the delivery to go through to the keeper",145
0,no,2,AUS,146,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Harris, no run, full just outside off, and blocked away to cover",146
0,no,2,AUS,147,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full outside leg stump, and tapped away to midwicket",147
0,no,2,AUS,148,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full on middle, and the front-foot defense is flayed over to cover",148
0,no,2,AUS,149,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full on leg stump, and pushed back to the bowler off the front foot",149
0,no,2,AUS,150,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, dropped at short leg! Length ball, outside off and turning inwards. Lyon inside-edges this towards the leg side, but he fielder can't hold on! Roshen the fielder",150
0,no,2,AUS,151,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, full just outside off, and defended back to the bowler",151
0,no,2,AUS,152,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Lyon, no run, no they can't. A length ball, wide outside off, and blocked away to cover off the back foot",152
0,no,2,AUS,153,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, good length angled across he fends and misses! Nothing shot just poking from the crease away from his body",153
0,no,2,AUS,154,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, good length, tighter to off, he defends with soft hands back down the pitch",154
0,no,2,AUS,155,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, 141kph, fuller and wider of off, he pushes on the front foot to mid off",155
0,no,2,AUS,156,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, no run, 141kph, fuller outside off, he tries to drives and miscues off the thick inside half of the bat to mid on",156
4,no,2,AUS,157,AUS,2,72,-72,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, FOUR runs, glorious square drive through cover-point! 141kph, wide half-volley and Harris leans into a drive and it makes a beautiful crack off the bat! It races away",157
W,out,2,AUS,158,AUS,2,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Harris, OUT, caught at point! Incredibly soft dismissal! Short and wide from Kumara, he just guides a cut shot, rather than hammering it, like catching practice it ballooned waist high to point and straight to the man, Thirimanne. Easy catch",158
0,no,2,AUS,159,AUS,3,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, beaten by a lovely 126kph, out-swinger, wide of off, he pushes at it and misses",159
0,no,2,AUS,160,AUS,3,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, 129kph, good length on off, he defends from the crease to mid on",160
0,no,2,AUS,161,AUS,3,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, 128kph, good length out-swinger on off, he pushes on the front foot to point",161
0,no,2,AUS,162,AUS,3,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, 129kph, good length, well wide of off, he leaves on the front foot",162
1,no,2,AUS,163,AUS,3,76,-68,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, 1 run, 128kph, fuller outside off, he check drives to the gap at cover-point and he's off the mark",163
0,no,2,AUS,164,AUS,3,77,-67,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, 131kph, good length out-swinger wide of off, he leaves this alone",164
4lb,no,2,AUS,165,AUS,3,77,-67,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Lyon, 4 leg byes, full angled down, he tries to glance it comes off pad and runs fine between the keeper and leg slip for four leg byes!",165
0,no,2,AUS,166,AUS,3,81,-63,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Lyon, no run, 145kph, good length angled into off, he defends on the front foot off the inside edge and it squirts behind him to leg slip",166
1lb,no,2,AUS,167,AUS,3,81,-63,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Lyon, 1 leg bye, hug LBW appeal Not out is the call. Sri Lanka review. Full toss angled into leg, hits him on the base of the back heel, it rolls behind square for a leg bye. No bat involved. Ball tracking has the impact outside leg and going way down leg side. Terrible review.",167
0,no,2,AUS,168,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 146kph, good length, angling in to off, just straightening, he makes a decisive leave",168
0,no,2,AUS,169,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, back of a length on off, he defends off the back foot into the on side",169
0,no,2,AUS,170,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, wide of the crease, 137kph, good length angled in to a fourth stump line, he plays a textbook forward defence",170
0,no,2,AUS,171,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, beaten by a superb out-swinger! Angled into off and shapes away late past the edge. Not many players would nick that",171
0,no,2,AUS,172,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, 129kph, good length, fourth stump line, he defends off the outside half of the bat to point",172
0,no,2,AUS,173,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, no run, fuller outside off, he drives firmly to mid off",173
W,out,2,AUS,174,AUS,3,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Lyon, OUT, caught at second slip! Brilliant catch by Mendis diving forward! The umpires are checking if it carried but it did! Superb cricket. Good length, angling in and shaping away, he presses forward to defend, gets an outside edge with soft hands. It flies low to seocnd slip and Mendis reached forward and got his hands underneath it. Great catch. The third umpire double checked it but it was a clean catch and a really good one",174
4b,no,2,AUS,175,AUS,4,82,-62,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, 4 byes, 127kph, bouncer, it really climbs, he ducked very late, it flies way over the keeper's head for four byes!",175
0,no,2,AUS,176,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 127kph, good length well wide of off, he leaves this alone",176
0,no,2,AUS,177,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 142kph, back of a length wide of off, he raises the bat above his head to let it pass",177
0,no,2,AUS,178,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, good length, nipping back, he's forward and leaving on length as it's tight to off but just over the top",178
0,no,2,AUS,179,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 141kph, bouncer, over off, he ducks under it early",179
0,no,2,AUS,180,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 139kph, back of a length over off, he raises the bat and lets this go on length as it flicks his chest on the way through",180
0,no,2,AUS,181,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 142kph, back of a length on off, he's back and defending",181
0,no,2,AUS,182,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, hit on the pad, huge appeal for LBW, not out. It was fuller outside off, nipping back, it hit the front pad but just outside the line of off. Good decision. No review from Sri Lanka",182
0,no,2,AUS,183,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 127kph, good length wide of off, trying to swing back but he's able to leave this through to Dickwella",183
0,no,2,AUS,184,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 129kph, good length, outside off, tailing back, he leaves well again",184
0,no,2,AUS,185,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 129kph, good length tempter way wide of off, he leaves again",185
0,no,2,AUS,186,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, fuller length 130kph, but a fifth stump line and he shoulders arms again",186
0,no,2,AUS,187,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 129kph, fuller length, fifth stump line, he plays this time pushing firmly to mid off",187
0,no,2,AUS,188,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 128kph, fuller shaping in, he pushes with the angle on the front foot to mid on",188
0,no,2,AUS,189,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 141kph, good length on off, he defends on the front foot back to the bowler",189
0,no,2,AUS,190,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 142kph, good length, fifth stump line, he leaves on the front foot confidently",190
0,no,2,AUS,191,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 140kph, bouncer, it is very high and outside off, he ducks under it easily",191
0,no,2,AUS,192,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 136kph, back of a length wide of off, he leaves off the back foot through to Dickwella",192
0,no,2,AUS,193,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 140kph, good length fifth stump line, asking a question, but Labuschagne is happy to leave",193
0,no,2,AUS,194,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 143kph, fuller outside off, he strides forward and plays a solid forward defence",194
0,no,2,AUS,195,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 132kph, good length angled across, he leaves this alone through to the keeper",195
0,no,2,AUS,196,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 130kph, good length in the channel outside off, he strides out and lets it go again",196
0,no,2,AUS,197,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, 129kph, good length slanting in but still wide, he's back and leaving once more",197
4,no,2,AUS,198,AUS,4,86,-58,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, FOUR runs, a hint of width and he late cuts past gully to find the boundary! The pressure is released. It was fractionally short and wide and he got in a great position and snaps the wrists on a late cut!",198
0,no,2,AUS,199,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, fuller length, tighter to off, 131kph, he defends from the crease to mid off",199
0,no,2,AUS,200,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Head, no run, he pads up to a late inswinger, it's high, Sri Lanka appeal, but it's not out. Too high. Dangerous leave from Head",200
0,no,2,AUS,201,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, no run, 131kph, good length wide of off, he leaves this alone",201
0,no,2,AUS,202,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, no run, 129kph, good length in the channel, sixth stump line, he leaves this alone again",202
0,no,2,AUS,203,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, no run, 135kph, fuller length closer to off, he presses forward to defend to mid off",203
2,no,2,AUS,204,AUS,4,90,-54,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, 2 runs, angled down leg and he glances this easily behind square to a raucous cheer from the Queensland crowd",204
3lb,no,2,AUS,205,AUS,4,92,-52,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, 3 leg byes, another appeal for LBW, hit outside the line, not out, it's rolled to slip who fires at the striker's and no one was backing up! Three overthrows! Everyone was looking at the umpire for the decision. Strange from Mendis to throw when Labuschagne had both feet in the crease",205
0,no,2,AUS,206,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, 135kph, good length wide of off, he's happy to leave again",206
0,no,2,AUS,207,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, good length wide of off, he leaves alone again",207
0,no,2,AUS,208,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, beaten by a beauty! This wobbled in, hit the seam and nipped away, he pushed forward to defend and it zipped past the edge",208
0,no,2,AUS,209,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, 132kph, good length, fifth stump line, he's forward and defending on the front foot",209
0,no,2,AUS,210,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, 132kph, good length wide of off, he tries to leave but doesn't withdraw the bat late enough, it runs off the face on the bounce into the gully",210
0,no,2,AUS,211,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, 131kph, good length on middle and leg, he clips this off the front foot to wide mid on",211
0,no,2,AUS,212,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Lakmal to Labuschagne, no run, very full outside off, 130kph, he squeezes a forward defence to point",212
0,no,2,AUS,213,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, 138kph, good length angled way wide of off, he is leaving watchfully again",213
0,no,2,AUS,214,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, 137kph, good length angled into off, he defends on the front foot back to the bowler",214
4,no,2,AUS,215,AUS,4,95,-49,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, FOUR runs, edged just high and wide of second slip! He flashed at a wide tempter, feet nowhere, got a thick edge that flew just out of reach of second slip and away to the fine third man rope! Head is furious with himself at that shot.",215
0,no,2,AUS,216,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, good length outside off, he wisely leaves this alone this time",216
0,no,2,AUS,217,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, shorter and wider, he chases a cut shot and misses again!",217
0,no,2,AUS,218,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, good length, angled across and he's able to leave this one",218
0,no,2,AUS,219,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 138kph, good length wide of off, he leaves easily wide of off",219
0,no,2,AUS,220,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 142kph, good length, fifth stump line, he leaves this alone once more",220
0,no,2,AUS,221,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, 140kph, good length angled towards off, he presses forward and defends on the front foot",221
0,no,2,AUS,222,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, back of a length, angled into off, he defends from the crease back to the bowler",222
0,no,2,AUS,223,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, short ball, wide of off, he tries to pull but checks the stroke to mid on",223
0,no,2,AUS,224,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, good length, 138kph, wide of off, he leaves again",224
0,no,2,AUS,225,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, full, and wide outside off stump. Head steps forward and then shoulders his arms",225
0,no,2,AUS,226,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, length ball angling in, and he prods forward to block back to Chameera",226
1nb,no,2,AUS,227,AUS,4,99,-45,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, 1 no ball, back of a length outside off, but angling into Head again. He rides the bounce to block towards the leg side. The umpire, however, has put out his right hand for a front-foot no-ball",227
0,no,2,AUS,228,AUS,4,100,-44,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, length ball outside off, and holding it's line. Left alone by Head",228
0,no,2,AUS,229,AUS,4,100,-44,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, length ball, on off stump, and angling further away. Head covers his offstump and shoulders his arms",229
0,no,2,AUS,230,AUS,4,100,-44,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, back of a length on middle stump, and he tiptoes to nudge this away to the leg side. Soft hands on display",230
1b,no,2,AUS,231,AUS,4,100,-44,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, 1 bye, full on leg stump, but some swing takes the ball further down the leg side. Keeper fumbles too, and that allows Australia to pinch an extra run",231
0,no,2,AUS,232,AUS,4,101,-43,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Head, no run, back of a length on middle, and he rides the bounce to steer a square shot to point",232
1,no,2,AUS,233,AUS,4,101,-43,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Head, 1 run, length ball on leg stump, and that's been worked off his hips to square leg. They scamper across for one",233
0,no,2,AUS,234,AUS,4,102,-42,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, length ball, just outside off but skidding inwards. Labuschagne covers his off stump, and then shoulders his arms",234
0,no,2,AUS,235,AUS,4,102,-42,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, no run, length ball aimed at Labuschagne's body, and he comfortably fends this off the back foot to mid on",235
3,no,2,AUS,236,AUS,4,102,-42,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Labuschagne, 3 runs, full on leg stump, and clipped beautifully off his pads. Work for the fielder at deep backward square, but he manages to run around the boundary and intercept from near cow corner",236
0,no,2,AUS,237,AUS,4,105,-39,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Kumara to Head, no run, length ball on middle, and he shuffles across to the off side, before nudging it to square leg off his hips",237
1,no,2,AUS,238,AUS,4,105,-39,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Labuschagne, 1 run, full outside leg stump, and steered fine to the fielder at fine leg for a walking single",238
4,no,2,AUS,239,AUS,4,106,-38,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, FOUR runs, full and wide outside off, and he jams his bat down to check-drive a shot through the covers! Races away to the square boundary",239
0,no,2,AUS,240,AUS,4,110,-34,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, full and wide outside off, but too wide reckons Head. Doesn't bother chasing it, allowing it instead to find the keeper's gloves",240
0,no,2,AUS,241,AUS,4,110,-34,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, length ball on off, and he walks across to the off side, before fending it away off the back foot",241
0,no,2,AUS,242,AUS,4,110,-34,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, no run, length ball on middle, and some extra bounce forces Head to tiptoe. Eventually comfortably blocked back to Chameera",242
4,no,2,AUS,243,AUS,4,110,-34,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Chameera to Head, FOUR runs, full and wide outside off stump, and he slaps a cover drive past mid-off's right. Chase for the fielder, and he dives near the boundary... but did Chandimal make a mess of it near the boundary? He missed the first parry, and on his second attempt, it's his back leg that's touching the rope. Full marks for effort, fail marks for execution",243
0,no,2,AUS,244,AUS,4,114,-30,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Labuschagne, no run, length ball just outside off, and turning inwards. Defended off the back foot to Perera",244
0,no,2,AUS,245,AUS,4,114,-30,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Labuschagne, no run, full on off, and he takes a big stride forward to block towards short midwicket",245
0,no,2,AUS,246,AUS,4,114,-30,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Labuschagne, no run, length ball on middle, and nudged off his pads to square leg",246
3,no,2,AUS,247,AUS,4,114,-30,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Labuschagne, 3 runs, tossed up just outside off, and he crunches a drive past Perera's left. Chase for mid off, who manages to pull the ball back well short of the boundary rope",247
0,no,2,AUS,248,AUS,4,117,-27,,,,,,,SRL,,,,,,,,,,,SRL,bat,323,10,283,20,"Perera to Head, no run, full on off, and Head gets to the pitch of the ball, before blocking with soft hands",248
