Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
HDRL,Thirimanne,6,21.72,699,34.19,Left-hand bat,1.0,-,-,7.00,rmf,
TM,Dilshan,78,40.28,7080,66.00,Right-hand bat,409.3,41.89,84.7,2.96,rob,
KC,Sangakkara,107,55.39,17236,54.31,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,129,50.84,19752,51.99,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,72,52.89,10653,47.66,Right-hand bat,220.1,45.80,88.0,3.12,rob,
LD,Chandimal,3,34.33,367,56.13,Right-hand bat,-,-,-,-,rob,
HAPW,Jayawardene,44,32.90,3339,50.25,Right-hand bat,-,-,-,-,-,
S,Randiv,7,8.22,221,33.48,Right-hand bat,331.1,37.11,73.5,3.02,rob,
HMRKB,Herath,36,15.45,1213,50.94,Left-hand bat,1513.2,32.50,68.7,2.83,lo,
UWMBCA,Welegedara,18,9.09,382,50.00,Right-hand bat,543.3,40.18,67.9,3.54,lfm,
RAS,Lakmal,11,7.55,161,42.23,Right-hand bat,283.5,55.31,89.6,3.70,rfm,
AJ,Strauss,93,41.15,13299,49.19,Left-hand bat,-,-,-,-,lm,
AN,Cook,76,47.94,12502,48.32,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,27,53.57,4723,47.63,Right-hand bat,56.0,75.66,112.0,4.05,rm,
KP,Pietersen,82,48.21,10413,62.04,Right-hand bat,181.3,146.20,217.8,4.02,rob,
IR,Bell,73,46.75,9819,52.37,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MJ,Prior,51,43.60,4211,65.23,Right-hand bat,-,-,-,-,-,
SR,Patel,1,5.50,46,23.91,Right-hand bat,18.0,18.00,54.0,2.00,lo,
SCJ,Broad,45,28.32,2276,64.71,Left-hand bat,1534.3,31.25,62.6,2.99,rfm,
GP,Swann,40,22.14,1174,79.21,Right-hand bat,1651.4,28.54,57.6,2.97,rob,
JM,Anderson,67,12.11,1727,37.86,Left-hand bat,2396.2,30.25,56.6,3.20,rfm,
MS,Panesar,42,5.47,665,31.27,Left-hand bat,1695.0,33.33,71.6,2.79,lo,
