Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,70,38.49,8136,57.25,Left-hand bat,877.5,39.59,89.2,2.66,rob,
D,Ganga,47,26.17,5482,39.14,Right-hand bat,31.0,106.00,186.0,3.41,rob,
RS,Morton,12,22.15,929,47.68,Right-hand bat,11.0,-,-,4.54,-,
MN,Samuels,26,29.48,2883,43.98,Right-hand bat,245.0,133.16,245.0,3.26,rob,
S,Chanderpaul,106,47.62,17241,43.08,Left-hand bat,280.0,105.62,210.0,3.01,rls,
DJ,Bravo,25,31.95,2992,48.06,Right-hand bat,666.1,39.18,72.6,3.23,rm,
D,Ramdin,21,22.96,1688,44.90,Right-hand bat,-,-,-,-,-,
RN,Lewis,5,8.90,196,45.40,Right-hand bat,147.1,114.00,220.7,3.09,rls,
JE,Taylor,15,10.66,464,48.27,Right-hand bat,435.4,36.81,60.7,3.63,rf,
DBL,Powell,24,6.22,717,31.24,Right-hand bat,800.3,44.00,77.4,3.40,rfm,
FH,Edwards,29,4.41,647,24.57,Right-hand bat,797.2,42.69,63.7,4.01,rf,
GC,Smith,60,46.02,7831,59.95,Left-hand bat,219.5,100.12,164.8,3.64,rob,
ND,McKenzie,42,33.08,4926,41.63,Right-hand bat,12.0,-,-,5.25,rm,
HM,Amla,19,32.67,2454,45.27,Right-hand bat,2.0,-,-,5.50,-,
JH,Kallis,113,58.01,21258,43.93,Right-hand bat,2494.5,31.24,66.8,2.80,rfm,
AG,Prince,35,41.84,5119,41.68,Left-hand bat,13.0,31.00,78.0,2.38,rob,
AB,de Villiers,34,35.55,3971,52.83,Right-hand bat,33.0,49.50,99.0,3.00,rm,
MV,Boucher,108,30.10,8050,50.48,Right-hand bat,1.2,6.00,8.0,4.50,rm,
PL,Harris,10,6.92,345,26.08,Right-hand bat,326.5,25.36,65.3,2.32,lo,
A,Nel,33,10.31,714,46.21,Right-hand bat,1186.5,31.33,61.9,3.03,rfm,
DW,Steyn,17,10.41,382,46.33,Right-hand bat,539.2,24.08,38.5,3.75,rf,
M,Ntini,81,9.88,1166,53.43,Right-hand bat,2830.1,27.88,52.0,3.21,rf,
