Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SR,Watson,28,40.30,3900,50.64,Right-hand bat,452.3,28.77,56.5,3.05,rfm,
PJ,Hughes,11,37.60,1330,56.54,Left-hand bat,-,-,-,-,-,
RT,Ponting,153,53.26,20919,59.32,Right-hand bat,91.5,49.40,110.2,2.68,rm,
MJ,Clarke,70,46.39,9087,53.09,Right-hand bat,290.0,39.90,82.8,2.88,lo,
MEK,Hussey,60,51.18,9803,48.55,Left-hand bat,31.0,52.50,93.0,3.38,rm,
UT,Khawaja,2,26.25,294,35.71,Left-hand bat,-,-,-,-,rm,
BJ,Haddin,33,38.58,3294,58.56,Right-hand bat,-,-,-,-,-,
MG,Johnson,43,21.74,1981,59.26,Left-hand bat,1642.5,29.83,53.8,3.32,lf,
RJ,Harris,6,9.42,130,50.76,Right-hand bat,182.1,22.24,43.7,3.05,rf,
TA,Copeland,1,35.00,46,76.08,Right-hand bat,28.0,44.00,168.0,1.57,rfm,
NM,Lyon,1,13.00,20,65.00,Right-hand bat,34.5,17.83,34.8,3.07,rob,
NT,Paranavitana,20,34.94,2689,44.17,Left-hand bat,15.0,76.00,90.0,5.06,rob,
TM,Dilshan,69,43.02,6454,65.99,Right-hand bat,258.2,33.52,67.3,2.98,rob,
KC,Sangakkara,98,55.62,15268,55.37,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,120,52.68,18630,52.31,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,67,53.13,9623,48.04,Right-hand bat,215.1,48.50,92.2,3.15,rob,
HAPW,Jayawardene,40,30.84,2764,50.21,Right-hand bat,-,-,-,-,-,
AD,Mathews,14,36.88,1124,55.78,Right-hand bat,131.0,70.16,131.0,3.21,rm,
S,Randiv,4,7.00,113,30.97,Right-hand bat,210.3,44.00,78.9,3.34,rob,
HMRKB,Herath,28,14.16,858,49.53,Left-hand bat,1087.0,35.34,70.8,2.99,lo,
RAS,Lakmal,6,2.25,31,29.03,Right-hand bat,148.5,40.92,63.7,3.84,rfm,
UWMBCA,Welegedara,9,6.42,88,51.13,Right-hand bat,248.3,47.40,67.7,4.19,lfm,
