Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
WTS,Porterfield,2,10.50,168,25.00,Left-hand bat,-,-,-,-,rob,
PR,Stirling,2,17.00,132,51.51,Right-hand bat,2.0,-,-,5.50,rob,
A,Balbirnie,2,21.50,168,51.19,Right-hand bat,1.0,-,-,8.00,rob,
JA,McCollum,1,21.50,105,40.95,Right-hand bat,-,-,-,-,rm,
KJ,O'Brien,2,56.50,386,58.54,Right-hand bat,10.0,-,-,3.10,rmf,
SW,Poynter,1,0.50,11,9.09,Right-hand bat,-,-,-,-,-,
SR,Thompson,2,15.00,180,33.33,Left-hand bat,51.3,18.57,44.1,2.52,rmf,
GH,Dockrell,1,32.00,179,35.75,Right-hand bat,40.0,60.50,120.0,3.02,lo,
AR,McBrine,1,3.50,39,17.94,Left-hand bat,40.0,37.33,80.0,2.80,rob,
J,Cameron-Dow,1,41.00,70,58.57,Left-hand bat,23.5,39.33,47.6,4.95,lo,
TJ,Murtagh,2,45.50,117,77.77,Left-hand bat,68.0,21.14,58.2,2.17,rfm,
Mohammad,Shahzad,2,17.25,133,51.87,Right-hand bat,-,-,-,-,-,
Ihsanullah,,1,72.00,163,44.17,Right-hand bat,-,-,-,-,-,
Rahmat,Shah,2,48.00,357,53.78,Right-hand bat,-,-,-,-,rls,
Hashmatullah,Shahidi,2,56.00,267,41.94,Left-hand bat,-,-,-,-,rob,
Asghar,Afghan,2,34.33,164,62.80,Right-hand bat,2.0,-,-,8.00,rmf,
Mohammad,Nabi,2,6.25,52,48.07,Right-hand bat,47.0,39.75,70.5,3.38,rob,
Ikram,Alikhil,1,7.00,40,17.50,Left-hand bat,-,-,-,-,-,
Rashid,Khan,2,9.66,31,93.54,Right-hand bat,80.5,28.44,53.8,3.16,rls,
Yamin,Ahmadzai,2,1.00,29,10.34,Right-hand bat,45.0,16.00,30.0,3.20,rmf,
Wafadar,Momand,2,6.00,33,36.36,Right-hand bat,37.0,77.50,111.0,4.18,rm,
Waqar,Salamkheil,1,-,4,25.00,Right-hand bat,31.0,25.25,46.5,3.25,lc,
