Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Guptill,27,32.98,3752,43.94,Right-hand bat,50.2,43.40,60.4,4.31,rob,
BB,McCullum,69,35.92,6744,60.18,Right-hand bat,6.0,-,-,3.00,-,
KS,Williamson,17,29.80,2181,40.99,Right-hand bat,111.5,52.37,83.8,3.74,rob,
LRPL,Taylor,42,41.80,5268,57.93,Right-hand bat,15.0,21.50,45.0,2.86,rob,
DR,Flynn,21,28.32,2375,40.54,Left-hand bat,-,-,-,-,-,
JEC,Franklin,30,21.21,2094,37.48,Left-hand bat,780.3,33.77,57.8,3.50,lm,
CFK,van Wyk,8,24.35,690,49.42,Right-hand bat,-,-,-,-,-,
DAJ,Bracewell,12,11.85,542,43.72,Right-hand bat,356.4,30.57,53.5,3.42,rfm,
TG,Southee,20,18.60,690,80.86,Right-hand bat,634.2,37.85,66.7,3.40,rmf,
JS,Patel,16,12.52,516,46.12,Right-hand bat,695.2,45.18,83.4,3.24,rob,
TA,Boult,7,20.60,153,67.32,Right-hand bat,193.1,35.89,61.0,3.53,lfm,
NT,Paranavitana,31,33.05,4161,42.10,Left-hand bat,17.0,86.00,102.0,5.05,rob,
FDM,Karunaratne,1,60.00,63,95.23,Left-hand bat,-,-,-,-,rm,
S,Randiv,11,7.71,352,30.68,Right-hand bat,474.2,37.05,71.1,3.12,rob,
KC,Sangakkara,112,56.44,18237,54.15,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,134,50.62,20579,51.65,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,77,50.96,11201,47.31,Right-hand bat,221.1,45.93,88.4,3.11,rob,
AD,Mathews,27,40.05,2812,48.43,Right-hand bat,201.0,70.33,134.0,3.14,rm,
HAPW,Jayawardene,49,31.12,3543,50.07,Right-hand bat,-,-,-,-,-,
KMDN,Kulasekara,16,15.15,697,43.47,Right-hand bat,416.3,32.34,65.7,2.95,rfm,
HMRKB,Herath,41,14.65,1299,49.65,Left-hand bat,1794.5,30.26,65.2,2.78,lo,
RMS,Eranga,2,8.00,49,32.65,Right-hand bat,62.2,23.50,46.7,3.01,rfm,
