Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,6,25.18,500,55.40,Left-hand bat,13.0,67.00,78.0,5.15,rob,
TM,Dilshan,56,43.34,5290,63.91,Right-hand bat,137.2,36.90,74.9,2.95,rob,
KC,Sangakkara,84,54.99,12792,55.88,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,106,52.83,16272,52.59,Right-hand bat,91.1,48.66,91.1,3.20,rm,
TT,Samaraweera,53,50.97,7692,47.04,Right-hand bat,215.1,48.50,92.2,3.15,rob,
AD,Mathews,4,46.00,422,54.50,Right-hand bat,39.0,34.50,58.5,3.53,rm,
HAPW,Jayawardene,26,25.17,1617,45.14,Right-hand bat,-,-,-,-,-,
KMDN,Kulasekara,10,16.46,458,46.72,Right-hand bat,248.4,31.54,62.1,3.04,rfm,
T,Thushara,8,9.00,192,46.87,Left-hand bat,224.3,32.53,51.8,3.76,lfm,
M,Muralitharan,128,11.29,1698,69.84,Right-hand bat,7072.2,22.19,54.6,2.43,rob,
BAW,Mendis,9,5.16,55,56.36,Right-hand bat,393.0,27.04,56.1,2.89,rob,
TG,McIntosh,6,32.60,913,35.70,Left-hand bat,-,-,-,-,-,
MJ,Guptill,4,25.42,338,52.66,Right-hand bat,-,-,-,-,rob,
DR,Flynn,12,33.17,1424,39.60,Left-hand bat,-,-,-,-,-,
JS,Patel,8,14.75,274,43.06,Right-hand bat,372.0,40.33,82.6,2.92,rob,
LRPL,Taylor,18,38.59,2086,59.20,Right-hand bat,5.2,-,-,2.62,rob,
JD,Ryder,10,52.31,1461,57.28,Left-hand bat,57.0,45.00,85.5,3.15,rm,
BB,McCullum,45,32.17,3584,62.83,Right-hand bat,-,-,-,-,-,
JDP,Oram,32,36.17,3333,51.00,Left-hand bat,806.2,32.11,80.6,2.38,rfm,
DL,Vettori,93,28.69,5932,56.11,Left-hand bat,3789.4,33.52,76.3,2.63,lo,
IE,O'Brien,18,5.91,362,37.56,Right-hand bat,551.3,33.29,60.1,3.32,rfm,
CS,Martin,49,2.34,409,20.04,Right-hand bat,1595.5,33.28,58.3,3.42,rfm,
