Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,39,35.57,4418,54.75,Right-hand bat,556.5,34.26,81.4,2.52,rob,
Ahmed,Shehzad,8,47.86,1382,51.95,Right-hand bat,8.0,-,-,3.50,rls,
Azhar,Ali,37,41.64,6789,39.87,Right-hand bat,26.0,101.00,156.0,3.88,rls,
Younis,Khan,94,53.98,15694,52.28,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,51,50.80,8436,43.36,Right-hand bat,-,-,-,-,rls,
TWM,Latham,5,44.00,1058,41.58,Left-hand bat,-,-,-,-,rm,
BB,McCullum,88,36.98,8860,60.53,Right-hand bat,17.1,-,-,3.08,-,
KS,Williamson,35,39.39,5568,43.15,Right-hand bat,290.1,40.66,72.5,3.36,rob,
LRPL,Taylor,58,45.55,7661,57.08,Right-hand bat,16.0,24.00,48.0,3.00,rob,
CJ,Anderson,8,33.16,668,59.58,Left-hand bat,144.0,31.92,66.4,2.88,lmf,
JDS,Neesham,5,51.00,635,72.28,Left-hand bat,71.1,62.25,106.7,3.49,rmf,
BJ,Watling,25,36.24,3165,42.36,Right-hand bat,-,-,-,-,-,
MD,Craig,4,39.25,348,45.11,Left-hand bat,155.0,53.75,77.5,4.16,rob,
TG,Southee,35,17.73,1080,85.37,Right-hand bat,1216.1,30.60,59.3,3.09,rmf,
IS,Sodhi,9,23.41,445,63.14,Right-hand bat,281.4,50.59,76.8,3.95,rls,
TA,Boult,26,17.88,564,53.90,Right-hand bat,878.4,28.40,57.9,2.94,lfm,
Sarfaraz,Ahmed,11,40.25,883,72.93,Right-hand bat,-,-,-,-,rob,
Asad,Shafiq,31,37.68,3855,43.00,Right-hand bat,-,-,-,-,rob,
Yasir,Shah,3,3.00,29,10.34,Right-hand bat,112.3,21.62,42.1,3.07,rls,
Zulfiqar,Babar,5,34.00,57,59.64,Right-hand bat,249.3,30.40,59.8,3.04,lo,
Rahat,Ali,9,10.00,120,58.33,Right-hand bat,304.4,35.76,70.3,3.05,lfm,
Imran,Khan,3,-,0,-,Right-hand bat,65.3,31.14,56.1,3.32,rmf,
