Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,39,22.23,4442,38.04,Right-hand bat,1.0,-,-,12.00,rls,
Shahriar,Nafees,10,25.70,913,56.29,Left-hand bat,-,-,-,-,-,
Rajin,Saleh,21,28.58,2995,37.22,Right-hand bat,73.0,134.00,219.0,3.67,rob,
Habibul,Bashar,46,32.44,4833,60.41,Right-hand bat,47.0,-,-,4.61,rob,
Mohammad,Ashraful,37,25.82,3814,46.04,Right-hand bat,168.0,82.88,112.0,4.44,rob,
Mehrab,Hossain jnr,1,7.00,22,63.63,Left-hand bat,7.5,14.50,23.5,3.70,lo,
Mushfiqur,Rahim,3,18.83,278,40.64,Right-hand bat,-,-,-,-,-,
Mashrafe,Mortaza,24,11.10,627,70.81,Right-hand bat,706.5,38.18,71.8,3.18,rfm,
Mohammad,Rafique,30,19.80,1575,65.39,Left-hand bat,1346.2,40.03,85.9,2.79,lo,
Mohammad,Sharif,10,7.17,282,43.26,Right-hand bat,275.1,79.00,117.9,4.01,rmf,
Shahadat,Hossain,10,6.50,266,34.21,Right-hand bat,242.3,43.28,58.2,4.46,rmf,
MG,Vandort,8,53.81,1132,52.29,Left-hand bat,-,-,-,-,rm,
SM,Warnapura,2,41.00,141,58.15,Left-hand bat,-,-,-,-,rob,
KC,Sangakkara,66,52.17,9588,54.96,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,87,48.97,12373,52.25,Right-hand bat,76.2,57.00,114.5,2.98,rm,
LPC,Silva,4,49.40,364,67.85,Right-hand bat,-,-,-,-,rls,
TM,Dilshan,41,36.81,3767,56.67,Right-hand bat,101.0,41.71,86.5,2.89,rob,
HAPW,Jayawardene,11,29.50,600,49.16,Right-hand bat,-,-,-,-,-,
WPUJC,Vaas,98,23.54,6196,43.31,Left-hand bat,3492.0,29.21,65.6,2.66,lfm,
SL,Malinga,23,7.76,373,35.38,Right-hand bat,633.1,30.80,47.4,3.89,rf,
M,Muralitharan,112,11.75,1613,69.24,Right-hand bat,6194.3,21.58,54.0,2.39,rob,
CRD,Fernando,26,5.90,477,25.99,Right-hand bat,648.2,30.36,50.5,3.60,rfm,
